Sensor_ID,System_ID,Sensor_Type,Location,Reading,Unit,Status,Calibration_Date
SEN0044,SYS0321,Humidity,Austin Plant,54.75,L/min,Inactive,2026-07-02
SEN0045,SYS0451,Pressure,Phoenix Plant,19.39,PSI,Active,2026-06-04
SEN0046,SYS0205,Humidity,Austin Plant,15.49,°C,Active,2026-06-30
SEN0047,SYS0357,Flow,Phoenix Plant,67.79,PSI,Inactive,2026-05-11
SEN0048,SYS0209,Humidity,Austin Plant,2.07,L/min,Active,2025-09-29
SEN0049,SYS0189,Proximity,Chicago Plant,21.39,%,Inactive,2026-04-28
SEN0050,SYS0043,Flow,Dallas Plant,82.2,%,Inactive,2025-08-04
SEN0051,SYS0081,Humidity,Houston Plant,75.77,°C,Active,2025-07-17
SEN0052,SYS0207,Pressure,Houston Plant,33.99,PSI,Inactive,2026-04-16
SEN0053,SYS0099,Temperature,Dallas Plant,46.98,%,Inactive,2026-06-01
SEN0054,SYS0406,Humidity,Houston Plant,51.3,°C,Active,2025-09-26
SEN0055,SYS0375,Temperature,Houston Plant,24.14,PSI,Inactive,2025-09-14
SEN0056,SYS0170,Pressure,Chicago Plant,61.01,°C,Inactive,2025-11-21
SEN0057,SYS0020,Humidity,Dallas Plant,99.31,%,Active,2025-09-19
SEN0058,SYS0105,Pressure,Austin Plant,96.97,%,Active,2026-01-08
SEN0059,SYS0425,Proximity,Houston Plant,58.71,°C,Inactive,2025-09-20
SEN0060,SYS0373,Pressure,Austin Plant,80.59,°C,Active,2026-01-25
SEN0061,SYS0365,Proximity,Chicago Plant,52.62,°C,Active,2026-02-23
SEN0062,SYS0311,Pressure,Austin Plant,59.33,PSI,Inactive,2025-09-18
SEN0063,SYS0111,Pressure,Chicago Plant,64.4,PSI,Active,2025-07-17
SEN0064,SYS0452,Flow,Dallas Plant,72.34,°C,Inactive,2025-11-25
SEN0065,SYS0389,Humidity,Chicago Plant,9.53,L/min,Active,2026-04-20
SEN0066,SYS0006,Pressure,Austin Plant,82.03,°C,Active,2025-07-16
SEN0067,SYS0172,Flow,Dallas Plant,54.97,°C,Active,2026-06-26
SEN0068,SYS0353,Flow,Houston Plant,47.23,L/min,Inactive,2025-11-20
SEN0069,SYS0374,Humidity,Phoenix Plant,11.97,L/min,Active,2025-08-14
SEN0070,SYS0452,Proximity,Austin Plant,39.18,%,Active,2026-06-13
SEN0071,SYS0454,Temperature,Dallas Plant,31.12,°C,Active,2025-09-06
SEN0072,SYS0446,Proximity,Phoenix Plant,28.68,%,Active,2026-06-03
SEN0073,SYS0119,Flow,Phoenix Plant,47.73,°C,Active,2025-07-20
SEN0074,SYS0388,Flow,Austin Plant,17.06,PSI,Active,2026-05-09
SEN0075,SYS0311,Proximity,Phoenix Plant,14.79,PSI,Inactive,2026-03-07
SEN0076,SYS0141,Humidity,Houston Plant,41.83,°C,Inactive,2026-06-27
SEN0077,SYS0479,Temperature,Houston Plant,13.01,L/min,Active,2025-11-26
SEN0078,SYS0425,Humidity,Dallas Plant,77.8,%,Active,2026-06-30
SEN0079,SYS0253,Flow,Chicago Plant,43.54,°C,Active,2025-08-10
SEN0080,SYS0060,Pressure,Chicago Plant,78.03,°C,Active,2025-12-15
SEN0081,SYS0484,Pressure,Dallas Plant,52.03,PSI,Inactive,2025-12-06
SEN0082,SYS0200,Flow,Phoenix Plant,8.84,°C,Inactive,2025-10-06
SEN0083,SYS0079,Flow,Dallas Plant,32.04,PSI,Active,2026-05-22
SEN0084,SYS0488,Pressure,Austin Plant,25.4,%,Inactive,2025-12-19
SEN0085,SYS0027,Flow,Phoenix Plant,55.03,L/min,Active,2025-12-18
SEN0086,SYS0249,Flow,Chicago Plant,76.31,PSI,Active,2026-04-25
SEN0087,SYS0269,Humidity,Houston Plant,74.97,°C,Active,2025-10-31
SEN0088,SYS0124,Humidity,Phoenix Plant,0.5,L/min,Active,2025-09-29
SEN0089,SYS0176,Humidity,Austin Plant,47.69,PSI,Inactive,2026-07-04
SEN0090,SYS0024,Pressure,Austin Plant,64.51,°C,Active,2025-12-06
SEN0091,SYS0053,Humidity,Chicago Plant,69.11,°C,Active,2026-04-29
SEN0092,SYS0260,Humidity,Phoenix Plant,58.08,°C,Inactive,2025-10-12
SEN0093,SYS0147,Proximity,Austin Plant,93.5,L/min,Inactive,2026-01-17
SEN0094,SYS0299,Pressure,Chicago Plant,75.62,L/min,Inactive,2026-06-02
SEN0095,SYS0446,Humidity,Phoenix Plant,64.17,L/min,Active,2026-05-18
SEN0096,SYS0456,Proximity,Houston Plant,14.52,%,Inactive,2025-08-05
SEN0097,SYS0327,Proximity,Austin Plant,14.69,°C,Inactive,2025-08-27
SEN0098,SYS0011,Proximity,Houston Plant,56.95,PSI,Active,2026-02-27
SEN0099,SYS0456,Pressure,Dallas Plant,18.5,PSI,Inactive,2025-07-31
SEN0100,SYS0400,Pressure,Chicago Plant,40.42,°C,Inactive,2025-07-31
SEN0101,SYS0319,Temperature,Phoenix Plant,47.3,L/min,Active,2025-07-23
SEN0102,SYS0235,Flow,Dallas Plant,64.19,PSI,Active,2026-01-10
SEN0103,SYS0159,Proximity,Austin Plant,52.0,PSI,Inactive,2025-07-17
SEN0104,SYS0344,Proximity,Houston Plant,65.02,PSI,Active,2025-08-29
SEN0105,SYS0429,Humidity,Dallas Plant,89.73,L/min,Active,2026-07-06
SEN0106,SYS0073,Proximity,Phoenix Plant,43.41,°C,Active,2026-05-17
SEN0107,SYS0208,Proximity,Houston Plant,54.45,PSI,Inactive,2026-06-02
SEN0108,SYS0339,Humidity,Dallas Plant,78.36,L/min,Inactive,2025-09-19
SEN0109,SYS0177,Flow,Dallas Plant,92.35,PSI,Active,2026-02-09
SEN0110,SYS0288,Flow,Chicago Plant,9.83,PSI,Active,2026-03-15
SEN0111,SYS0414,Proximity,Houston Plant,57.15,°C,Inactive,2025-11-24
SEN0112,SYS0432,Pressure,Houston Plant,39.87,PSI,Active,2025-11-15
SEN0113,SYS0301,Humidity,Phoenix Plant,27.19,°C,Active,2026-05-30
SEN0114,SYS0427,Pressure,Chicago Plant,75.23,°C,Active,2025-09-26
SEN0115,SYS0342,Proximity,Chicago Plant,60.04,L/min,Active,2026-02-03
SEN0116,SYS0029,Temperature,Chicago Plant,50.39,°C,Active,2026-02-28
SEN0117,SYS0343,Pressure,Phoenix Plant,33.48,°C,Active,2026-04-27
SEN0118,SYS0485,Temperature,Chicago Plant,52.78,%,Active,2026-06-21
SEN0119,SYS0151,Proximity,Dallas Plant,85.78,%,Active,2025-12-25
SEN0120,SYS0233,Flow,Austin Plant,86.29,PSI,Inactive,2026-03-24
SEN0121,SYS0329,Flow,Austin Plant,5.03,%,Active,2025-10-30
SEN0122,SYS0327,Humidity,Houston Plant,1.68,L/min,Inactive,2025-10-19
SEN0123,SYS0227,Proximity,Houston Plant,39.07,°C,Inactive,2025-08-15
SEN0124,SYS0454,Pressure,Chicago Plant,76.3,L/min,Active,2026-07-07
SEN0125,SYS0306,Pressure,Houston Plant,1.95,°C,Inactive,2026-04-22
SEN0126,SYS0372,Flow,Chicago Plant,92.31,PSI,Active,2026-04-12
SEN0127,SYS0394,Humidity,Dallas Plant,39.73,%,Active,2025-07-23
SEN0128,SYS0497,Pressure,Austin Plant,20.27,PSI,Active,2026-06-20
SEN0129,SYS0480,Pressure,Houston Plant,35.79,PSI,Active,2026-03-10
SEN0130,SYS0177,Flow,Dallas Plant,46.72,°C,Inactive,2026-02-28
SEN0131,SYS0006,Pressure,Austin Plant,67.8,°C,Active,2025-12-20
SEN0132,SYS0001,Flow,Dallas Plant,21.89,L/min,Active,2026-04-17
SEN0133,SYS0423,Proximity,Houston Plant,13.24,L/min,Inactive,2025-11-10
SEN0134,SYS0193,Temperature,Austin Plant,21.83,°C,Inactive,2025-12-03
SEN0135,SYS0158,Humidity,Phoenix Plant,4.92,PSI,Inactive,2026-07-13
SEN0136,SYS0025,Pressure,Chicago Plant,29.4,°C,Active,2026-07-07
SEN0137,SYS0221,Humidity,Houston Plant,99.49,PSI,Inactive,2026-03-25
SEN0138,SYS0105,Humidity,Dallas Plant,39.84,°C,Active,2025-12-07
SEN0139,SYS0464,Flow,Chicago Plant,66.73,PSI,Active,2026-03-01
SEN0140,SYS0039,Temperature,Austin Plant,63.91,L/min,Active,2026-05-24
SEN0141,SYS0053,Pressure,Houston Plant,51.94,L/min,Active,2025-08-26
SEN0142,SYS0294,Proximity,Houston Plant,73.45,L/min,Inactive,2025-11-23
SEN0143,SYS0120,Flow,Austin Plant,87.47,PSI,Active,2026-03-20
SEN0144,SYS0435,Proximity,Austin Plant,54.35,%,Inactive,2025-12-03
SEN0145,SYS0015,Humidity,Austin Plant,57.24,L/min,Active,2025-11-30
SEN0146,SYS0253,Proximity,Phoenix Plant,71.92,L/min,Inactive,2025-12-07
SEN0147,SYS0349,Temperature,Chicago Plant,47.83,°C,Inactive,2026-02-01
SEN0148,SYS0441,Flow,Austin Plant,90.03,PSI,Active,2026-07-08
SEN0149,SYS0187,Temperature,Chicago Plant,54.06,°C,Active,2025-10-28
SEN0150,SYS0093,Pressure,Houston Plant,32.79,PSI,Active,2025-12-19
SEN0151,SYS0202,Humidity,Dallas Plant,77.73,L/min,Active,2025-12-03
SEN0152,SYS0352,Humidity,Chicago Plant,56.94,°C,Active,2026-04-21
SEN0153,SYS0038,Proximity,Austin Plant,32.74,L/min,Inactive,2025-11-02
SEN0154,SYS0387,Proximity,Dallas Plant,55.75,%,Active,2025-09-19
SEN0155,SYS0221,Proximity,Phoenix Plant,54.19,°C,Active,2025-07-18
SEN0156,SYS0065,Temperature,Houston Plant,79.84,PSI,Inactive,2026-07-09
SEN0157,SYS0500,Proximity,Houston Plant,50.74,%,Active,2025-09-28
SEN0158,SYS0153,Proximity,Houston Plant,84.61,°C,Active,2025-11-21
SEN0159,SYS0146,Humidity,Chicago Plant,62.61,L/min,Active,2025-12-26
SEN0160,SYS0356,Flow,Dallas Plant,35.69,PSI,Active,2025-12-15
SEN0161,SYS0459,Proximity,Chicago Plant,44.76,L/min,Active,2025-10-31
SEN0162,SYS0277,Pressure,Dallas Plant,93.39,L/min,Inactive,2025-10-29
SEN0163,SYS0195,Temperature,Phoenix Plant,6.35,L/min,Inactive,2025-08-21
SEN0164,SYS0313,Proximity,Chicago Plant,38.45,PSI,Inactive,2026-02-11
SEN0165,SYS0259,Flow,Austin Plant,83.7,PSI,Inactive,2026-06-05
SEN0166,SYS0265,Proximity,Austin Plant,49.39,°C,Inactive,2026-05-06
SEN0167,SYS0349,Proximity,Dallas Plant,39.86,PSI,Active,2026-05-05
SEN0168,SYS0189,Temperature,Houston Plant,88.3,%,Inactive,2025-07-29
SEN0169,SYS0196,Proximity,Houston Plant,68.56,°C,Active,2025-11-17
SEN0170,SYS0345,Temperature,Austin Plant,27.96,PSI,Inactive,2026-04-17
SEN0171,SYS0437,Humidity,Houston Plant,25.12,L/min,Inactive,2025-11-02
SEN0172,SYS0304,Flow,Austin Plant,14.04,%,Active,2025-10-06
SEN0173,SYS0327,Pressure,Austin Plant,68.35,%,Inactive,2025-08-31
SEN0174,SYS0426,Pressure,Austin Plant,54.62,°C,Inactive,2026-01-14
SEN0175,SYS0208,Pressure,Houston Plant,7.96,%,Active,2025-08-13
SEN0176,SYS0273,Humidity,Chicago Plant,17.79,%,Inactive,2025-08-16
SEN0177,SYS0086,Proximity,Austin Plant,40.37,PSI,Active,2025-11-25
SEN0178,SYS0176,Proximity,Phoenix Plant,78.17,%,Active,2025-09-01
SEN0179,SYS0115,Proximity,Dallas Plant,55.99,L/min,Inactive,2026-03-27
SEN0180,SYS0188,Temperature,Chicago Plant,51.89,L/min,Inactive,2025-08-15
SEN0181,SYS0009,Proximity,Houston Plant,75.6,%,Inactive,2026-06-29
SEN0182,SYS0115,Temperature,Austin Plant,30.66,°C,Active,2026-05-21
SEN0183,SYS0475,Temperature,Chicago Plant,59.9,PSI,Active,2025-08-20
SEN0184,SYS0102,Proximity,Houston Plant,58.2,%,Active,2025-11-10
SEN0185,SYS0045,Humidity,Austin Plant,39.45,°C,Inactive,2025-09-24
SEN0186,SYS0151,Flow,Dallas Plant,32.68,%,Active,2026-07-10
SEN0187,SYS0055,Pressure,Austin Plant,36.61,PSI,Inactive,2025-10-27
SEN0188,SYS0244,Proximity,Dallas Plant,23.81,L/min,Inactive,2025-11-17
SEN0189,SYS0436,Humidity,Dallas Plant,1.61,%,Active,2025-10-22
SEN0190,SYS0357,Temperature,Houston Plant,95.04,°C,Active,2025-12-16
SEN0191,SYS0398,Humidity,Austin Plant,45.66,°C,Inactive,2025-11-27
SEN0192,SYS0288,Temperature,Phoenix Plant,73.25,PSI,Inactive,2026-04-06
SEN0193,SYS0004,Humidity,Houston Plant,12.98,%,Inactive,2026-01-24
SEN0194,SYS0084,Pressure,Houston Plant,55.74,L/min,Inactive,2026-01-23
SEN0195,SYS0030,Humidity,Phoenix Plant,50.64,L/min,Inactive,2025-10-29
SEN0196,SYS0144,Humidity,Austin Plant,13.82,%,Inactive,2026-01-20
SEN0197,SYS0380,Humidity,Phoenix Plant,63.22,L/min,Inactive,2026-02-13
SEN0198,SYS0408,Humidity,Phoenix Plant,28.8,PSI,Inactive,2025-08-15
SEN0199,SYS0491,Proximity,Dallas Plant,96.76,L/min,Inactive,2025-11-03
SEN0200,SYS0014,Pressure,Dallas Plant,88.25,°C,Active,2026-05-21
SEN0201,SYS0411,Humidity,Houston Plant,63.92,PSI,Active,2025-09-26
SEN0202,SYS0491,Pressure,Austin Plant,64.27,°C,Inactive,2026-02-01
SEN0203,SYS0445,Humidity,Dallas Plant,20.83,%,Inactive,2025-07-23
SEN0204,SYS0247,Temperature,Phoenix Plant,20.41,L/min,Active,2026-03-03
SEN0205,SYS0350,Temperature,Houston Plant,30.33,L/min,Inactive,2026-06-17
SEN0206,SYS0301,Proximity,Chicago Plant,14.41,PSI,Inactive,2025-08-16
SEN0207,SYS0230,Flow,Houston Plant,64.31,PSI,Active,2025-09-12
SEN0208,SYS0067,Humidity,Phoenix Plant,98.48,PSI,Inactive,2025-12-02
SEN0209,SYS0148,Pressure,Dallas Plant,52.58,PSI,Active,2025-09-05
SEN0210,SYS0378,Pressure,Austin Plant,83.63,PSI,Active,2026-06-17
SEN0211,SYS0311,Pressure,Dallas Plant,62.69,°C,Active,2025-11-14
SEN0212,SYS0194,Temperature,Dallas Plant,51.96,L/min,Inactive,2025-11-12
SEN0213,SYS0251,Pressure,Austin Plant,71.75,L/min,Inactive,2026-06-15
SEN0214,SYS0013,Proximity,Austin Plant,76.69,L/min,Active,2026-05-23
SEN0215,SYS0341,Flow,Austin Plant,78.69,%,Inactive,2026-02-07
SEN0216,SYS0238,Humidity,Houston Plant,74.68,%,Inactive,2026-03-20
SEN0217,SYS0248,Pressure,Chicago Plant,15.48,°C,Inactive,2026-02-16
SEN0218,SYS0073,Proximity,Dallas Plant,51.09,L/min,Inactive,2025-10-07
SEN0219,SYS0461,Proximity,Austin Plant,72.96,L/min,Active,2025-10-07
SEN0220,SYS0282,Pressure,Chicago Plant,96.04,L/min,Active,2025-08-14
SEN0221,SYS0033,Flow,Austin Plant,19.83,PSI,Active,2025-12-20
SEN0222,SYS0490,Temperature,Houston Plant,18.18,PSI,Active,2025-11-04
SEN0223,SYS0380,Flow,Austin Plant,95.53,L/min,Inactive,2025-11-02
SEN0224,SYS0337,Proximity,Dallas Plant,64.04,PSI,Active,2025-10-01
SEN0225,SYS0122,Pressure,Houston Plant,65.33,PSI,Active,2025-08-12
SEN0226,SYS0164,Proximity,Houston Plant,26.68,°C,Inactive,2025-10-17
SEN0227,SYS0372,Flow,Chicago Plant,21.89,L/min,Inactive,2026-03-04
SEN0228,SYS0127,Temperature,Phoenix Plant,33.26,%,Inactive,2026-04-21
SEN0229,SYS0313,Temperature,Austin Plant,89.33,L/min,Active,2026-05-03
SEN0230,SYS0096,Proximity,Austin Plant,44.01,PSI,Active,2026-03-17
SEN0231,SYS0170,Pressure,Phoenix Plant,46.85,L/min,Active,2026-05-07
SEN0232,SYS0110,Flow,Houston Plant,13.83,PSI,Active,2026-03-19
SEN0233,SYS0077,Temperature,Dallas Plant,13.47,%,Inactive,2025-10-19
SEN0234,SYS0374,Temperature,Phoenix Plant,18.84,°C,Active,2025-07-17
SEN0235,SYS0136,Proximity,Chicago Plant,60.66,L/min,Inactive,2026-01-20
SEN0236,SYS0179,Pressure,Houston Plant,66.73,%,Active,2025-11-25
SEN0237,SYS0122,Proximity,Chicago Plant,92.43,°C,Active,2025-07-13
SEN0238,SYS0009,Humidity,Houston Plant,23.63,L/min,Active,2026-02-19
SEN0239,SYS0418,Proximity,Phoenix Plant,32.07,L/min,Active,2025-10-25
SEN0240,SYS0178,Pressure,Austin Plant,87.2,°C,Active,2025-07-18
SEN0241,SYS0399,Pressure,Phoenix Plant,16.75,%,Active,2025-09-11
SEN0242,SYS0048,Humidity,Austin Plant,47.8,PSI,Active,2025-08-20
SEN0243,SYS0314,Pressure,Dallas Plant,57.65,L/min,Active,2025-12-19
SEN0244,SYS0108,Proximity,Chicago Plant,9.29,°C,Active,2025-08-26
SEN0245,SYS0204,Temperature,Austin Plant,73.18,°C,Active,2026-06-14
SEN0246,SYS0081,Temperature,Chicago Plant,41.01,PSI,Active,2026-05-16
SEN0247,SYS0059,Proximity,Dallas Plant,11.59,L/min,Inactive,2025-12-23
SEN0248,SYS0054,Pressure,Austin Plant,4.19,°C,Inactive,2025-12-30
SEN0249,SYS0070,Humidity,Phoenix Plant,76.0,PSI,Active,2026-04-09
SEN0250,SYS0474,Proximity,Austin Plant,3.7,PSI,Inactive,2025-10-22
SEN0251,SYS0195,Humidity,Austin Plant,53.61,PSI,Inactive,2025-11-15
SEN0252,SYS0334,Humidity,Phoenix Plant,10.36,%,Active,2025-08-01
SEN0253,SYS0052,Temperature,Houston Plant,2.27,L/min,Active,2026-06-21
SEN0254,SYS0473,Humidity,Dallas Plant,57.64,%,Active,2025-09-04
SEN0255,SYS0077,Proximity,Houston Plant,37.56,°C,Active,2025-10-20
SEN0256,SYS0359,Humidity,Houston Plant,72.16,°C,Active,2025-11-23
SEN0257,SYS0413,Pressure,Phoenix Plant,59.62,PSI,Inactive,2026-04-13
SEN0258,SYS0422,Temperature,Dallas Plant,22.89,L/min,Active,2026-02-24
SEN0259,SYS0073,Humidity,Austin Plant,42.39,%,Inactive,2025-10-21
SEN0260,SYS0277,Humidity,Chicago Plant,30.69,PSI,Active,2025-11-21
SEN0261,SYS0434,Temperature,Houston Plant,94.15,PSI,Active,2026-04-13
SEN0262,SYS0073,Flow,Dallas Plant,42.25,%,Active,2026-06-21
SEN0263,SYS0246,Pressure,Phoenix Plant,49.49,°C,Active,2026-07-02
SEN0264,SYS0307,Proximity,Dallas Plant,44.31,°C,Inactive,2026-06-17
SEN0265,SYS0219,Proximity,Dallas Plant,41.23,PSI,Active,2026-05-12
SEN0266,SYS0441,Humidity,Phoenix Plant,65.01,°C,Inactive,2025-11-09
SEN0267,SYS0164,Humidity,Austin Plant,82.78,°C,Active,2026-05-11
SEN0268,SYS0360,Humidity,Dallas Plant,24.97,°C,Active,2025-11-30
SEN0269,SYS0316,Humidity,Chicago Plant,95.66,L/min,Inactive,2026-03-26
SEN0270,SYS0217,Humidity,Phoenix Plant,6.49,L/min,Inactive,2025-10-11
SEN0271,SYS0191,Humidity,Chicago Plant,84.35,PSI,Inactive,2025-09-30
SEN0272,SYS0246,Temperature,Austin Plant,83.68,%,Inactive,2026-05-23
SEN0273,SYS0223,Temperature,Dallas Plant,4.41,°C,Active,2026-03-15
SEN0274,SYS0409,Proximity,Dallas Plant,3.87,°C,Inactive,2026-05-07
SEN0275,SYS0284,Pressure,Dallas Plant,44.93,%,Active,2025-10-26
SEN0276,SYS0251,Pressure,Chicago Plant,51.63,°C,Active,2025-12-04
SEN0277,SYS0416,Humidity,Chicago Plant,10.74,°C,Active,2025-11-21
SEN0278,SYS0499,Humidity,Dallas Plant,46.35,PSI,Active,2025-10-23
SEN0279,SYS0210,Flow,Dallas Plant,24.65,L/min,Active,2025-11-18
SEN0280,SYS0171,Temperature,Dallas Plant,81.3,%,Inactive,2026-03-05
SEN0281,SYS0497,Proximity,Houston Plant,49.2,PSI,Inactive,2026-01-04
SEN0282,SYS0090,Temperature,Austin Plant,2.48,L/min,Active,2026-05-12
SEN0283,SYS0179,Proximity,Phoenix Plant,67.64,L/min,Inactive,2026-03-05
SEN0284,SYS0361,Flow,Phoenix Plant,25.38,°C,Active,2026-01-05
SEN0285,SYS0062,Proximity,Dallas Plant,33.38,PSI,Inactive,2025-08-08
SEN0286,SYS0081,Flow,Houston Plant,83.83,L/min,Inactive,2025-12-24
SEN0287,SYS0422,Pressure,Dallas Plant,35.32,°C,Active,2025-08-20
SEN0288,SYS0426,Pressure,Chicago Plant,1.9,°C,Inactive,2026-04-10
SEN0289,SYS0207,Flow,Chicago Plant,10.02,%,Active,2025-10-10
SEN0290,SYS0387,Temperature,Dallas Plant,5.06,L/min,Inactive,2025-12-25
SEN0291,SYS0064,Humidity,Dallas Plant,1.96,%,Active,2025-11-28
SEN0292,SYS0279,Proximity,Dallas Plant,82.05,%,Active,2026-01-02
SEN0293,SYS0162,Pressure,Dallas Plant,31.67,PSI,Active,2025-09-28
SEN0294,SYS0131,Proximity,Phoenix Plant,50.18,%,Inactive,2026-06-06
SEN0295,SYS0476,Flow,Phoenix Plant,52.92,L/min,Active,2025-07-22
SEN0296,SYS0332,Temperature,Austin Plant,46.32,L/min,Active,2026-01-29
SEN0297,SYS0417,Flow,Chicago Plant,60.3,%,Active,2025-07-27
SEN0298,SYS0211,Flow,Dallas Plant,14.84,L/min,Inactive,2026-03-18
SEN0299,SYS0488,Temperature,Chicago Plant,47.99,%,Active,2025-11-21
SEN0300,SYS0120,Pressure,Houston Plant,43.69,PSI,Inactive,2025-12-06
SEN0301,SYS0299,Proximity,Dallas Plant,99.57,L/min,Active,2025-09-13
SEN0302,SYS0035,Humidity,Austin Plant,88.34,PSI,Active,2026-05-16
SEN0303,SYS0110,Flow,Dallas Plant,51.56,PSI,Active,2026-05-14
SEN0304,SYS0046,Flow,Dallas Plant,84.1,°C,Inactive,2026-04-22
SEN0305,SYS0049,Proximity,Dallas Plant,23.52,L/min,Active,2026-04-27
SEN0306,SYS0460,Temperature,Dallas Plant,97.6,°C,Inactive,2025-12-09
SEN0307,SYS0476,Proximity,Dallas Plant,81.53,°C,Inactive,2026-06-14
SEN0308,SYS0458,Humidity,Houston Plant,53.51,PSI,Active,2026-04-19
SEN0309,SYS0232,Humidity,Phoenix Plant,51.31,PSI,Inactive,2026-01-19
SEN0310,SYS0498,Proximity,Houston Plant,43.77,°C,Active,2026-04-13
SEN0311,SYS0032,Temperature,Houston Plant,54.01,L/min,Inactive,2025-12-22
SEN0312,SYS0164,Flow,Dallas Plant,82.88,PSI,Active,2025-10-24
SEN0313,SYS0195,Proximity,Dallas Plant,29.96,L/min,Active,2025-11-28
SEN0314,SYS0392,Temperature,Austin Plant,51.09,L/min,Inactive,2026-03-22
SEN0315,SYS0406,Pressure,Phoenix Plant,67.04,PSI,Inactive,2025-09-12
SEN0316,SYS0372,Flow,Phoenix Plant,94.33,L/min,Active,2026-04-03
SEN0317,SYS0137,Temperature,Phoenix Plant,35.46,°C,Inactive,2025-11-08
SEN0318,SYS0464,Temperature,Phoenix Plant,42.35,%,Inactive,2026-07-10
SEN0319,SYS0023,Flow,Phoenix Plant,64.23,PSI,Inactive,2025-11-21
SEN0320,SYS0146,Proximity,Phoenix Plant,22.41,L/min,Inactive,2025-09-08
SEN0321,SYS0055,Flow,Phoenix Plant,79.79,L/min,Active,2025-07-28
SEN0322,SYS0150,Temperature,Phoenix Plant,92.62,%,Inactive,2025-09-19
SEN0323,SYS0197,Proximity,Austin Plant,72.04,L/min,Active,2026-06-12
SEN0324,SYS0137,Flow,Phoenix Plant,31.24,°C,Inactive,2026-04-15
