PLC_ID,Manufacturer,Model,Firmware,IP_Address,CPU_Usage,Memory_Usage,Temperature,Voltage,Communication_Status
PLC037,Allen Bradley,S7-1500,V5.2,192.168.135.107,78,73,33.5,23.92,Disconnected
PLC038,Mitsubishi,NX1P2,V5.0,192.168.36.79,71,35,39.6,22.3,Connected
PLC039,Mitsubishi,NX1P2,V4.5,172.18.165.200,13,36,58.8,22.53,Disconnected
PLC040,Allen Bradley,FX5U,V5.3,172.20.70.168,56,40,29.5,22.38,Connected
PLC041,Mitsubishi,NX1P2,V4.8,192.168.26.34,60,64,50.9,22.07,Connected
PLC042,Mitsubishi,ControlLogix,V1.4,10.238.148.109,40,80,32.0,23.71,Disconnected
PLC043,Siemens,S7-1500,V1.5,172.17.78.162,82,48,59.7,23.8,Disconnected
PLC044,Mitsubishi,S7-1500,V4.2,10.136.57.146,35,24,47.8,23.0,Connected
PLC045,Mitsubishi,NX1P2,V1.3,172.20.106.98,81,25,55.9,22.63,Disconnected
PLC046,Allen Bradley,NX1P2,V2.2,10.54.89.33,18,32,33.6,22.55,Disconnected
PLC047,Mitsubishi,S7-1500,V4.8,172.16.210.71,52,24,37.7,22.85,Connected
PLC048,Mitsubishi,ControlLogix,V3.7,10.246.84.181,52,49,25.8,23.93,Connected
PLC049,Siemens,ControlLogix,V3.8,172.31.122.123,54,49,50.6,23.4,Connected
PLC050,Allen Bradley,NX1P2,V4.0,192.168.156.193,55,42,37.0,23.87,Connected
PLC051,Mitsubishi,ControlLogix,V2.7,172.29.184.242,85,50,60.2,23.53,Disconnected
PLC052,Siemens,FX5U,V1.7,192.168.74.68,65,62,62.1,22.67,Disconnected
PLC053,Siemens,ControlLogix,V3.8,192.168.92.75,13,55,41.8,23.46,Disconnected
PLC054,Omron,S7-1500,V1.2,10.157.46.46,85,66,56.6,22.27,Disconnected
PLC055,Allen Bradley,FX5U,V3.9,172.19.83.224,15,24,31.3,23.03,Connected
PLC056,Omron,FX5U,V4.7,10.157.217.9,22,43,31.9,23.19,Disconnected
PLC057,Mitsubishi,ControlLogix,V1.6,172.18.7.118,52,33,40.7,22.75,Connected
PLC058,Siemens,S7-1500,V5.9,172.29.159.80,85,39,61.3,23.95,Connected
PLC059,Mitsubishi,ControlLogix,V1.6,10.145.220.194,84,64,49.0,22.3,Disconnected
PLC060,Allen Bradley,S7-1500,V1.8,172.20.45.232,60,68,58.1,22.99,Connected
PLC061,Allen Bradley,ControlLogix,V3.4,192.168.162.183,68,58,30.2,23.71,Connected
PLC062,Mitsubishi,ControlLogix,V4.2,172.24.210.89,57,28,26.2,23.95,Connected
PLC063,Omron,ControlLogix,V3.9,10.71.6.255,92,68,28.4,22.94,Disconnected
PLC064,Omron,ControlLogix,V4.6,10.236.116.94,81,42,27.9,23.11,Connected
PLC065,Mitsubishi,ControlLogix,V4.5,10.169.220.220,82,86,53.4,23.62,Connected
PLC066,Mitsubishi,NX1P2,V3.6,192.168.222.8,90,57,30.3,23.78,Connected
PLC067,Allen Bradley,FX5U,V2.8,10.242.223.127,68,53,60.1,22.26,Disconnected
PLC068,Omron,ControlLogix,V3.1,172.18.221.177,45,15,64.1,23.0,Disconnected
PLC069,Mitsubishi,NX1P2,V3.4,192.168.206.195,83,43,45.7,22.87,Connected
PLC070,Mitsubishi,NX1P2,V2.8,172.18.204.155,89,66,27.1,22.3,Connected
PLC071,Allen Bradley,S7-1500,V4.4,192.168.40.5,25,69,42.5,23.99,Disconnected
PLC072,Siemens,NX1P2,V3.8,172.29.20.240,67,68,44.7,23.69,Connected
PLC073,Siemens,FX5U,V1.3,172.31.177.8,41,33,58.4,23.5,Disconnected
PLC074,Allen Bradley,S7-1500,V5.9,172.17.183.64,28,63,61.8,22.49,Disconnected
PLC075,Siemens,FX5U,V1.4,192.168.117.186,92,25,40.8,23.18,Connected
PLC076,Mitsubishi,ControlLogix,V1.1,192.168.210.163,63,71,43.2,23.91,Connected
PLC077,Mitsubishi,S7-1500,V5.7,10.105.128.104,46,82,30.2,23.73,Disconnected
PLC078,Mitsubishi,S7-1500,V1.8,192.168.78.9,82,58,28.7,22.51,Connected
PLC079,Omron,S7-1500,V1.3,172.17.113.149,25,59,56.2,22.57,Connected
PLC080,Siemens,FX5U,V4.6,192.168.83.97,44,87,30.3,23.33,Disconnected
PLC081,Allen Bradley,NX1P2,V4.6,192.168.201.123,65,44,47.5,22.85,Disconnected
PLC082,Mitsubishi,ControlLogix,V4.6,10.86.65.146,16,15,45.5,23.95,Connected
PLC083,Allen Bradley,NX1P2,V5.8,192.168.181.98,15,47,43.7,22.16,Disconnected
PLC084,Mitsubishi,ControlLogix,V2.4,172.20.182.124,36,76,42.1,23.14,Connected
PLC085,Siemens,S7-1500,V5.6,172.19.41.171,57,22,43.6,23.44,Disconnected
PLC086,Mitsubishi,FX5U,V5.1,172.19.121.151,69,12,29.6,23.32,Connected
PLC087,Allen Bradley,NX1P2,V1.1,172.20.108.47,58,48,37.6,23.45,Disconnected
PLC088,Mitsubishi,FX5U,V2.3,192.168.24.62,28,20,54.9,23.21,Connected
PLC089,Omron,S7-1500,V1.6,172.25.154.243,19,11,31.9,22.95,Disconnected
PLC090,Omron,FX5U,V5.9,172.20.217.135,51,60,57.2,22.18,Connected
PLC091,Siemens,ControlLogix,V1.0,10.68.14.9,94,34,59.4,22.42,Connected
PLC092,Allen Bradley,NX1P2,V5.3,192.168.109.11,16,48,55.8,22.3,Disconnected
PLC093,Siemens,S7-1500,V2.2,192.168.135.114,94,66,63.6,22.94,Disconnected
PLC094,Allen Bradley,ControlLogix,V3.9,192.168.154.80,55,16,38.4,22.21,Disconnected
PLC095,Omron,NX1P2,V5.9,172.17.230.80,75,47,26.5,22.8,Disconnected
PLC096,Allen Bradley,S7-1500,V5.0,10.86.213.231,59,83,37.6,22.13,Disconnected
PLC097,Omron,S7-1500,V4.9,10.209.203.192,87,54,42.9,22.87,Connected
PLC098,Mitsubishi,ControlLogix,V4.5,172.31.156.188,61,39,45.3,23.18,Disconnected
PLC099,Omron,ControlLogix,V3.6,192.168.121.178,58,56,56.8,23.6,Connected
PLC100,Allen Bradley,FX5U,V1.7,192.168.243.163,21,32,33.0,23.21,Connected
PLC101,Omron,NX1P2,V3.3,172.16.222.125,31,81,26.9,22.04,Disconnected
PLC102,Mitsubishi,ControlLogix,V2.8,10.188.153.197,9,18,38.5,22.23,Connected
PLC103,Siemens,ControlLogix,V4.4,10.110.74.62,48,55,55.8,23.54,Disconnected
PLC104,Allen Bradley,S7-1500,V1.7,192.168.216.224,63,24,64.0,23.56,Connected
PLC105,Siemens,S7-1500,V2.1,172.23.100.55,31,56,31.3,22.58,Disconnected
PLC106,Omron,S7-1500,V2.5,192.168.129.26,47,27,29.9,22.4,Disconnected
PLC107,Siemens,ControlLogix,V4.5,172.23.66.26,41,74,31.9,22.53,Disconnected
PLC108,Mitsubishi,ControlLogix,V2.8,192.168.55.172,58,39,30.5,22.86,Disconnected
PLC109,Omron,FX5U,V1.7,192.168.202.157,23,11,53.7,23.03,Connected
PLC110,Siemens,FX5U,V3.6,10.154.219.251,26,65,27.5,23.52,Connected
PLC111,Siemens,FX5U,V4.6,10.76.28.80,92,80,59.9,23.44,Disconnected
PLC112,Mitsubishi,S7-1500,V3.8,172.19.36.254,83,28,53.0,22.89,Connected
PLC113,Omron,FX5U,V4.3,10.158.220.163,43,20,26.5,22.67,Connected
PLC114,Mitsubishi,ControlLogix,V1.8,10.88.31.87,75,49,45.9,23.51,Connected
PLC115,Siemens,S7-1500,V5.9,172.16.16.168,38,40,58.3,22.61,Disconnected
PLC116,Siemens,S7-1500,V3.4,10.37.155.81,85,74,39.2,22.1,Connected
PLC117,Omron,FX5U,V5.0,192.168.85.239,63,53,64.3,23.61,Connected
PLC118,Mitsubishi,FX5U,V3.9,10.16.138.89,91,27,53.6,23.04,Connected
PLC119,Siemens,FX5U,V5.9,172.19.22.198,29,56,43.2,22.29,Disconnected
PLC120,Omron,S7-1500,V1.0,10.173.88.29,59,26,44.1,22.89,Disconnected
PLC121,Omron,NX1P2,V3.9,172.19.187.0,68,64,64.9,23.38,Disconnected
PLC122,Omron,ControlLogix,V2.8,192.168.243.59,21,72,53.4,22.26,Connected
PLC123,Allen Bradley,NX1P2,V4.0,192.168.175.154,25,81,39.8,23.9,Disconnected
PLC124,Siemens,S7-1500,V3.9,192.168.222.127,42,15,45.9,22.24,Disconnected
PLC125,Mitsubishi,FX5U,V3.7,192.168.34.248,8,28,30.7,23.18,Connected
PLC126,Mitsubishi,FX5U,V2.2,192.168.1.134,67,10,29.9,22.7,Connected
PLC127,Omron,NX1P2,V5.4,172.28.41.54,77,67,61.0,23.56,Disconnected
PLC128,Allen Bradley,ControlLogix,V5.7,10.99.113.35,62,67,31.0,23.46,Connected
PLC129,Omron,NX1P2,V2.6,10.232.161.190,48,79,26.8,23.34,Disconnected
PLC130,Mitsubishi,S7-1500,V2.0,172.27.94.23,78,90,56.8,23.41,Connected
PLC131,Siemens,ControlLogix,V5.8,172.31.198.76,78,16,63.3,23.04,Disconnected
PLC132,Siemens,S7-1500,V5.2,192.168.39.152,7,45,56.5,22.49,Disconnected
PLC133,Siemens,FX5U,V4.9,172.16.207.46,10,72,59.5,22.05,Disconnected
PLC134,Allen Bradley,NX1P2,V1.8,10.198.95.120,45,58,35.3,22.23,Connected
PLC135,Allen Bradley,FX5U,V2.2,172.20.57.148,37,21,31.2,23.9,Connected
PLC136,Siemens,FX5U,V2.0,10.52.52.46,12,48,40.6,22.64,Disconnected
PLC137,Mitsubishi,FX5U,V4.1,192.168.65.147,11,35,34.6,23.19,Connected
PLC138,Omron,NX1P2,V1.4,10.164.3.128,12,50,43.6,22.81,Disconnected
PLC139,Siemens,NX1P2,V2.0,10.123.240.215,39,80,63.5,23.35,Connected
PLC140,Allen Bradley,FX5U,V5.6,192.168.211.229,62,20,58.9,23.0,Connected
PLC141,Mitsubishi,ControlLogix,V2.8,192.168.59.246,59,81,43.1,22.0,Disconnected
PLC142,Mitsubishi,ControlLogix,V1.0,172.20.117.98,66,44,48.9,23.68,Disconnected
PLC143,Mitsubishi,ControlLogix,V5.8,10.15.232.100,41,15,31.5,23.07,Connected
PLC144,Mitsubishi,S7-1500,V4.1,10.109.155.196,22,81,65.0,23.76,Connected
PLC145,Mitsubishi,FX5U,V3.7,10.206.109.251,39,41,51.5,22.64,Connected
PLC146,Omron,FX5U,V1.2,192.168.94.91,87,10,49.4,22.01,Connected
PLC147,Allen Bradley,NX1P2,V5.7,10.14.187.183,55,78,28.2,23.75,Connected
PLC148,Siemens,NX1P2,V1.5,172.21.254.206,53,86,39.3,22.35,Connected
PLC149,Siemens,NX1P2,V3.3,192.168.44.5,61,11,33.9,22.04,Disconnected
PLC150,Mitsubishi,ControlLogix,V1.9,192.168.167.25,85,48,57.3,22.44,Disconnected
PLC151,Mitsubishi,S7-1500,V3.7,172.31.37.116,95,87,33.4,22.39,Disconnected
PLC152,Siemens,FX5U,V5.8,10.228.103.113,68,31,47.1,23.32,Connected
PLC153,Siemens,ControlLogix,V1.2,10.183.61.38,38,82,59.2,23.76,Disconnected
PLC154,Allen Bradley,S7-1500,V5.9,10.177.251.124,37,81,60.3,22.0,Disconnected
PLC155,Siemens,FX5U,V4.6,10.30.8.85,40,25,52.2,22.93,Disconnected
PLC156,Siemens,ControlLogix,V1.4,192.168.219.152,58,78,43.0,22.01,Connected
PLC157,Mitsubishi,S7-1500,V5.0,10.90.132.114,33,64,63.3,23.83,Connected
PLC158,Allen Bradley,FX5U,V3.1,172.30.187.2,85,90,28.9,22.96,Connected
PLC159,Mitsubishi,FX5U,V2.1,192.168.206.156,65,40,63.4,23.67,Disconnected
PLC160,Allen Bradley,S7-1500,V5.9,10.13.187.72,61,22,50.0,23.16,Connected
PLC161,Siemens,S7-1500,V4.5,10.214.121.29,93,18,56.3,22.12,Disconnected
PLC162,Siemens,FX5U,V5.6,192.168.69.122,13,23,52.1,23.12,Disconnected
PLC163,Omron,NX1P2,V1.9,10.167.239.9,57,39,59.6,23.57,Connected
PLC164,Omron,NX1P2,V4.6,172.30.148.83,84,89,29.1,23.3,Connected
PLC165,Omron,FX5U,V5.3,10.66.7.181,18,23,25.5,23.43,Connected
PLC166,Allen Bradley,FX5U,V3.6,192.168.18.96,66,89,42.8,22.49,Connected
PLC167,Siemens,ControlLogix,V3.9,192.168.203.191,60,75,63.4,23.51,Disconnected
PLC168,Allen Bradley,ControlLogix,V4.4,192.168.206.238,82,53,36.6,23.94,Connected
PLC169,Siemens,ControlLogix,V5.8,10.117.98.93,11,64,38.8,23.95,Connected
PLC170,Siemens,FX5U,V2.7,10.115.26.200,93,69,49.0,22.66,Disconnected
PLC171,Mitsubishi,NX1P2,V3.2,192.168.210.189,18,68,60.0,23.82,Disconnected
PLC172,Allen Bradley,S7-1500,V2.3,172.21.128.111,64,89,33.5,22.96,Disconnected
PLC173,Omron,ControlLogix,V4.2,10.126.180.213,5,56,25.4,22.72,Connected
PLC174,Allen Bradley,FX5U,V4.3,172.31.128.52,85,84,61.5,22.72,Connected
PLC175,Allen Bradley,ControlLogix,V3.2,10.95.226.111,33,43,53.8,22.68,Connected
PLC176,Allen Bradley,ControlLogix,V1.2,172.19.27.217,38,22,25.8,23.35,Disconnected
PLC177,Siemens,FX5U,V2.4,172.23.13.89,63,40,39.8,22.74,Connected
PLC178,Omron,S7-1500,V1.2,10.198.213.158,21,34,32.7,22.76,Disconnected
PLC179,Mitsubishi,NX1P2,V2.0,172.17.0.1,83,85,32.6,23.07,Connected
PLC180,Mitsubishi,ControlLogix,V1.4,172.29.252.2,21,75,63.7,23.77,Connected
PLC181,Siemens,NX1P2,V5.1,10.204.84.207,26,75,40.5,23.76,Disconnected
PLC182,Omron,NX1P2,V2.5,192.168.80.20,52,77,52.8,23.43,Disconnected
PLC183,Omron,FX5U,V5.6,192.168.109.105,86,84,51.0,22.41,Connected
PLC184,Omron,ControlLogix,V4.3,192.168.37.86,44,64,60.5,23.14,Disconnected
PLC185,Mitsubishi,S7-1500,V2.1,10.248.114.164,42,66,45.8,22.46,Connected
PLC186,Omron,FX5U,V4.7,10.172.224.152,64,65,41.4,23.61,Disconnected
PLC187,Mitsubishi,NX1P2,V1.2,10.71.0.10,61,39,35.6,22.15,Connected
PLC188,Mitsubishi,S7-1500,V3.3,10.60.69.51,17,25,27.9,22.08,Connected
PLC189,Mitsubishi,ControlLogix,V3.4,10.252.62.73,43,45,32.6,23.21,Connected
PLC190,Mitsubishi,S7-1500,V3.4,10.199.182.91,49,61,62.8,23.64,Connected
PLC191,Omron,ControlLogix,V4.3,192.168.119.119,34,36,44.0,23.03,Disconnected
PLC192,Omron,FX5U,V1.5,192.168.74.111,29,64,55.8,23.4,Connected
PLC193,Omron,NX1P2,V5.0,172.26.241.39,52,27,48.1,22.26,Connected
PLC194,Omron,FX5U,V3.3,172.21.232.34,58,64,52.4,22.81,Disconnected
PLC195,Mitsubishi,S7-1500,V5.0,172.20.183.187,22,29,64.1,23.99,Disconnected
PLC196,Omron,ControlLogix,V4.1,10.221.207.216,73,59,32.5,22.22,Disconnected
PLC197,Mitsubishi,S7-1500,V2.1,172.18.255.207,91,80,32.1,23.65,Disconnected
PLC198,Siemens,ControlLogix,V2.1,172.25.190.113,54,46,33.2,22.58,Connected
PLC199,Omron,S7-1500,V3.8,172.20.201.156,6,31,38.1,23.82,Disconnected
PLC200,Allen Bradley,S7-1500,V2.8,172.19.162.28,58,71,54.7,22.78,Connected
PLC201,Allen Bradley,ControlLogix,V3.6,10.52.95.103,95,70,31.4,23.15,Disconnected
PLC202,Allen Bradley,NX1P2,V3.3,10.185.131.104,5,28,42.8,23.65,Connected
PLC203,Mitsubishi,NX1P2,V4.7,10.34.17.1,78,15,54.5,22.58,Disconnected
PLC204,Mitsubishi,FX5U,V4.9,192.168.61.99,27,63,35.0,23.8,Disconnected
PLC205,Omron,NX1P2,V2.9,10.245.252.35,17,60,52.9,22.09,Connected
PLC206,Mitsubishi,FX5U,V1.3,172.24.55.234,68,62,64.7,23.11,Disconnected
PLC207,Siemens,S7-1500,V5.5,172.30.32.196,57,67,31.6,22.41,Connected
PLC208,Omron,S7-1500,V1.7,10.170.90.227,53,53,54.8,23.71,Disconnected
PLC209,Siemens,S7-1500,V3.1,172.22.155.152,95,27,38.1,23.5,Disconnected
PLC210,Omron,S7-1500,V1.8,192.168.250.89,89,41,53.5,22.88,Disconnected
PLC211,Mitsubishi,ControlLogix,V2.0,192.168.15.106,82,22,32.1,22.25,Disconnected
PLC212,Allen Bradley,S7-1500,V1.4,192.168.24.163,24,66,39.3,22.43,Connected
PLC213,Allen Bradley,NX1P2,V1.8,172.19.178.130,87,23,40.6,22.62,Connected
PLC214,Siemens,S7-1500,V4.3,192.168.239.204,36,57,61.4,22.4,Connected
PLC215,Omron,S7-1500,V1.5,192.168.10.195,29,18,33.8,23.76,Connected
PLC216,Allen Bradley,S7-1500,V4.8,192.168.75.53,18,51,37.9,23.25,Connected
PLC217,Omron,NX1P2,V1.3,192.168.199.230,32,23,39.3,22.35,Disconnected
PLC218,Mitsubishi,S7-1500,V4.3,192.168.238.50,63,38,27.6,23.63,Disconnected
PLC219,Siemens,S7-1500,V2.6,192.168.44.73,43,86,45.0,23.98,Connected
PLC220,Mitsubishi,S7-1500,V5.5,192.168.232.189,85,59,52.1,23.94,Connected
PLC221,Mitsubishi,ControlLogix,V3.7,172.18.197.85,13,52,25.7,23.82,Disconnected
PLC222,Omron,ControlLogix,V5.9,10.55.199.0,95,11,34.3,23.23,Connected
PLC223,Mitsubishi,ControlLogix,V4.3,172.17.192.69,84,20,27.4,22.75,Disconnected
PLC224,Allen Bradley,ControlLogix,V4.3,172.21.142.77,87,14,34.5,23.45,Disconnected
PLC225,Mitsubishi,ControlLogix,V3.5,10.245.171.59,87,15,45.8,23.96,Disconnected
PLC226,Siemens,ControlLogix,V3.5,172.17.195.65,36,36,46.6,23.81,Connected
PLC227,Allen Bradley,NX1P2,V5.5,10.110.128.180,28,66,50.2,22.13,Disconnected
PLC228,Siemens,ControlLogix,V1.2,172.22.234.0,31,26,28.7,23.19,Connected
PLC229,Allen Bradley,S7-1500,V4.7,192.168.238.220,44,31,53.9,22.49,Connected
PLC230,Allen Bradley,FX5U,V3.9,10.65.221.37,62,35,35.9,23.56,Connected
PLC231,Mitsubishi,NX1P2,V4.2,192.168.200.136,65,66,41.9,23.22,Disconnected
PLC232,Allen Bradley,NX1P2,V1.6,10.216.141.155,59,20,55.4,23.84,Connected
PLC233,Allen Bradley,FX5U,V4.7,192.168.29.200,44,68,36.3,23.12,Disconnected
PLC234,Siemens,FX5U,V2.7,10.2.95.107,30,29,61.6,22.01,Disconnected
PLC235,Omron,NX1P2,V4.6,172.23.65.23,52,59,44.6,23.28,Connected
PLC236,Omron,S7-1500,V1.6,10.190.244.249,77,30,32.8,22.87,Disconnected
PLC237,Mitsubishi,NX1P2,V3.0,172.22.208.114,88,59,62.1,23.47,Connected
PLC238,Omron,S7-1500,V3.0,192.168.129.72,94,28,35.5,22.91,Connected
PLC239,Mitsubishi,ControlLogix,V5.9,172.27.22.169,89,30,25.5,23.54,Disconnected
PLC240,Omron,S7-1500,V5.3,10.165.150.230,59,31,58.2,22.51,Disconnected
PLC241,Omron,FX5U,V4.1,10.220.20.54,18,83,56.1,22.69,Connected
PLC242,Mitsubishi,ControlLogix,V4.4,10.189.83.43,5,31,57.7,22.0,Connected
PLC243,Omron,NX1P2,V3.6,10.55.42.90,26,32,40.0,23.41,Connected
PLC244,Omron,ControlLogix,V5.1,172.23.91.225,62,82,57.6,22.37,Connected
PLC245,Allen Bradley,ControlLogix,V3.6,10.126.87.196,61,90,61.5,22.22,Connected
PLC246,Siemens,FX5U,V1.6,10.220.215.64,20,45,27.6,22.06,Connected
PLC247,Omron,NX1P2,V1.0,192.168.18.114,12,44,55.1,22.01,Connected
PLC248,Siemens,ControlLogix,V5.0,10.200.179.148,53,87,45.8,23.92,Disconnected
PLC249,Omron,NX1P2,V3.9,172.20.38.36,59,53,39.8,23.78,Disconnected
PLC250,Allen Bradley,FX5U,V4.6,10.196.70.203,83,17,64.0,23.75,Connected
PLC251,Siemens,NX1P2,V4.2,172.17.107.17,8,87,29.9,23.06,Connected
PLC252,Mitsubishi,NX1P2,V5.7,10.107.218.146,70,62,51.4,22.01,Disconnected
PLC253,Siemens,FX5U,V1.5,192.168.144.86,91,66,34.3,22.97,Connected
PLC254,Mitsubishi,NX1P2,V4.1,10.36.71.233,54,47,49.3,23.42,Connected
PLC255,Allen Bradley,NX1P2,V1.4,10.33.231.151,91,80,64.5,22.93,Disconnected
PLC256,Siemens,NX1P2,V5.3,172.20.201.239,36,37,31.8,23.89,Connected
PLC257,Siemens,NX1P2,V1.2,10.167.129.55,46,59,55.7,22.44,Disconnected
PLC258,Omron,S7-1500,V2.8,10.208.126.125,86,72,28.6,23.38,Connected
PLC259,Siemens,FX5U,V4.6,10.195.132.2,88,81,63.6,22.87,Connected
PLC260,Allen Bradley,FX5U,V1.4,192.168.37.222,16,24,28.6,23.48,Connected
PLC261,Siemens,FX5U,V2.5,172.20.62.129,53,83,54.5,22.62,Connected
PLC262,Omron,NX1P2,V3.5,192.168.63.128,91,26,45.8,23.2,Connected
PLC263,Siemens,NX1P2,V1.8,172.22.200.154,63,50,30.8,23.89,Connected
PLC264,Omron,NX1P2,V2.9,192.168.100.9,41,28,54.9,23.7,Connected
PLC265,Mitsubishi,FX5U,V5.1,192.168.133.209,40,83,44.1,23.66,Disconnected
PLC266,Mitsubishi,NX1P2,V1.5,10.145.146.71,24,36,58.9,23.87,Connected
PLC267,Siemens,ControlLogix,V4.6,192.168.200.50,43,30,64.6,23.1,Disconnected
PLC268,Omron,NX1P2,V3.6,192.168.216.194,55,19,46.1,22.57,Connected
PLC269,Omron,S7-1500,V2.5,192.168.78.202,79,16,59.0,23.42,Disconnected
PLC270,Allen Bradley,ControlLogix,V4.7,172.26.141.252,42,28,33.4,23.61,Connected
PLC271,Siemens,FX5U,V5.1,10.19.199.187,91,28,40.1,23.97,Connected
PLC272,Siemens,S7-1500,V3.7,192.168.206.0,27,16,29.7,23.03,Disconnected
PLC273,Omron,ControlLogix,V4.3,10.250.157.136,9,25,34.6,22.98,Connected
PLC274,Omron,S7-1500,V4.6,172.30.165.129,40,90,51.1,22.73,Connected
PLC275,Siemens,S7-1500,V1.7,172.26.3.138,87,75,34.0,23.17,Disconnected
PLC276,Mitsubishi,S7-1500,V5.2,10.101.182.29,54,71,65.0,23.41,Disconnected
PLC277,Allen Bradley,S7-1500,V3.1,172.17.67.60,73,33,41.2,23.4,Disconnected
PLC278,Omron,S7-1500,V5.9,192.168.96.15,73,25,55.1,22.41,Connected
PLC279,Allen Bradley,ControlLogix,V1.8,10.255.172.87,62,50,29.9,22.26,Connected
PLC280,Allen Bradley,S7-1500,V5.4,10.246.242.232,9,20,64.2,23.01,Disconnected
PLC281,Allen Bradley,NX1P2,V1.3,10.56.112.202,43,15,62.8,23.04,Disconnected
PLC282,Omron,ControlLogix,V5.7,172.17.151.244,93,50,45.9,23.97,Disconnected
PLC283,Allen Bradley,S7-1500,V1.3,10.156.144.122,9,34,30.7,23.71,Connected
PLC284,Allen Bradley,ControlLogix,V5.5,192.168.218.21,40,26,54.2,22.84,Disconnected
PLC285,Mitsubishi,NX1P2,V2.6,172.21.59.176,63,20,62.8,23.35,Connected
PLC286,Allen Bradley,S7-1500,V3.3,10.25.187.159,52,82,51.3,23.64,Connected
PLC287,Omron,ControlLogix,V3.6,192.168.54.36,53,13,63.6,22.49,Disconnected
PLC288,Siemens,S7-1500,V5.6,10.186.107.54,13,52,50.6,22.73,Disconnected
PLC289,Mitsubishi,ControlLogix,V2.4,10.185.159.255,6,22,40.1,23.94,Disconnected
PLC290,Siemens,S7-1500,V2.8,10.193.9.247,44,85,57.9,22.98,Disconnected
PLC291,Mitsubishi,FX5U,V5.1,172.21.15.216,11,31,37.7,23.5,Connected
PLC292,Mitsubishi,NX1P2,V4.9,192.168.14.168,21,43,25.4,23.03,Connected
PLC293,Allen Bradley,ControlLogix,V4.9,10.179.170.219,39,16,61.7,23.28,Disconnected
