Log_ID,Timestamp,System_ID,Tag_Name,Current_Value,High_Limit,Low_Limit,Alarm_Status
LOG0024,2026-04-16 01:36:04,SYS0031,Speed,85.46,95,10,Warning
LOG0025,2026-04-15 17:12:47,SYS0254,Temperature,86.28,95,10,Warning
LOG0026,2026-04-19 14:35:44,SYS0228,Temperature,22.44,95,10,Warning
LOG0027,2026-06-21 20:19:04,SYS0095,Flow,43.11,95,10,Normal
LOG0028,2026-04-17 21:06:20,SYS0339,Speed,3.13,95,10,Warning
LOG0029,2026-04-26 09:22:40,SYS0480,Temperature,91.01,95,10,Warning
LOG0030,2026-04-22 09:30:25,SYS0473,Speed,81.02,95,10,Critical
LOG0031,2026-04-21 07:02:19,SYS0111,Temperature,34.09,95,10,Critical
LOG0032,2026-06-28 21:10:53,SYS0223,Voltage,78.26,95,10,Critical
LOG0033,2026-05-29 08:37:23,SYS0386,Temperature,80.74,95,10,Critical
LOG0034,2026-07-08 06:30:33,SYS0199,Flow,93.25,95,10,Warning
LOG0035,2026-04-19 01:03:02,SYS0440,Current,46.35,95,10,Critical
LOG0036,2026-05-22 08:15:17,SYS0369,Current,76.9,95,10,Warning
LOG0037,2026-05-12 22:34:52,SYS0084,Voltage,46.73,95,10,Normal
LOG0038,2026-04-26 12:30:57,SYS0068,Temperature,28.07,95,10,Critical
LOG0039,2026-06-04 06:36:28,SYS0487,Speed,8.55,95,10,Normal
LOG0040,2026-06-13 00:45:15,SYS0395,Current,29.58,95,10,Critical
LOG0041,2026-06-13 07:24:06,SYS0203,Temperature,61.55,95,10,Warning
LOG0042,2026-07-09 22:33:04,SYS0138,Flow,25.05,95,10,Critical
LOG0043,2026-05-06 06:42:31,SYS0415,Current,1.23,95,10,Warning
LOG0044,2026-06-13 09:46:40,SYS0292,Flow,32.1,95,10,Warning
LOG0045,2026-05-16 02:54:17,SYS0434,Pressure,44.38,95,10,Normal
LOG0046,2026-07-09 11:46:10,SYS0226,Temperature,46.64,95,10,Warning
LOG0047,2026-05-21 20:24:51,SYS0246,Flow,84.43,95,10,Normal
LOG0048,2026-04-17 17:56:56,SYS0210,Temperature,57.96,95,10,Normal
LOG0049,2026-06-12 10:29:25,SYS0142,Current,55.14,95,10,Normal
LOG0050,2026-06-20 07:51:46,SYS0226,Pressure,25.8,95,10,Warning
LOG0051,2026-05-02 16:37:22,SYS0133,Voltage,12.72,95,10,Critical
LOG0052,2026-05-04 15:15:21,SYS0090,Pressure,87.12,95,10,Critical
LOG0053,2026-04-21 13:18:12,SYS0026,Pressure,11.44,95,10,Normal
LOG0054,2026-06-09 09:56:21,SYS0095,Flow,50.67,95,10,Warning
LOG0055,2026-04-18 23:36:44,SYS0297,Speed,4.2,95,10,Critical
LOG0056,2026-05-25 03:23:20,SYS0117,Temperature,95.17,95,10,Warning
LOG0057,2026-06-11 10:10:59,SYS0500,Speed,1.61,95,10,Warning
LOG0058,2026-06-10 20:06:15,SYS0277,Flow,4.47,95,10,Normal
LOG0059,2026-05-13 15:31:45,SYS0180,Temperature,7.75,95,10,Warning
LOG0060,2026-06-08 12:37:48,SYS0058,Current,7.75,95,10,Normal
LOG0061,2026-05-23 23:22:08,SYS0167,Current,37.14,95,10,Critical
LOG0062,2026-05-19 05:20:59,SYS0213,Temperature,64.19,95,10,Warning
LOG0063,2026-06-15 16:44:02,SYS0074,Temperature,32.65,95,10,Warning
LOG0064,2026-04-24 07:48:14,SYS0172,Voltage,89.74,95,10,Warning
LOG0065,2026-04-23 23:18:35,SYS0241,Speed,62.19,95,10,Normal
LOG0066,2026-07-12 00:32:13,SYS0189,Temperature,29.09,95,10,Normal
LOG0067,2026-04-17 14:54:12,SYS0467,Current,2.55,95,10,Critical
LOG0068,2026-06-29 09:00:58,SYS0109,Speed,51.08,95,10,Critical
LOG0069,2026-05-20 09:55:44,SYS0261,Current,71.28,95,10,Normal
LOG0070,2026-05-15 15:24:46,SYS0194,Current,3.26,95,10,Critical
LOG0071,2026-07-03 20:42:08,SYS0077,Voltage,76.26,95,10,Critical
LOG0072,2026-05-02 13:15:19,SYS0041,Temperature,95.86,95,10,Normal
LOG0073,2026-05-22 14:56:13,SYS0290,Current,99.78,95,10,Critical
LOG0074,2026-07-05 23:46:09,SYS0281,Flow,41.81,95,10,Critical
LOG0075,2026-06-29 05:35:28,SYS0063,Current,79.82,95,10,Critical
LOG0076,2026-05-08 13:00:38,SYS0242,Flow,52.44,95,10,Warning
LOG0077,2026-05-17 15:26:07,SYS0163,Speed,19.5,95,10,Critical
LOG0078,2026-06-25 16:02:21,SYS0151,Pressure,32.87,95,10,Warning
LOG0079,2026-06-12 09:49:25,SYS0119,Voltage,31.48,95,10,Normal
LOG0080,2026-07-13 07:20:43,SYS0355,Pressure,44.5,95,10,Warning
LOG0081,2026-04-30 12:11:04,SYS0186,Temperature,35.2,95,10,Critical
LOG0082,2026-05-02 11:25:21,SYS0040,Speed,65.33,95,10,Critical
LOG0083,2026-05-21 23:14:34,SYS0118,Voltage,78.63,95,10,Normal
LOG0084,2026-05-19 13:55:56,SYS0292,Pressure,92.57,95,10,Normal
LOG0085,2026-05-04 17:18:04,SYS0398,Voltage,67.41,95,10,Critical
LOG0086,2026-07-09 00:48:59,SYS0071,Current,26.03,95,10,Warning
LOG0087,2026-04-18 02:41:00,SYS0175,Speed,11.8,95,10,Warning
LOG0088,2026-05-16 10:33:14,SYS0216,Current,98.32,95,10,Critical
LOG0089,2026-06-26 07:19:17,SYS0254,Flow,88.14,95,10,Normal
LOG0090,2026-05-06 18:07:31,SYS0461,Pressure,87.64,95,10,Normal
LOG0091,2026-05-18 12:53:27,SYS0086,Temperature,41.86,95,10,Critical
LOG0092,2026-06-13 23:04:39,SYS0365,Voltage,74.29,95,10,Normal
LOG0093,2026-06-12 05:24:35,SYS0446,Temperature,83.39,95,10,Normal
LOG0094,2026-04-21 22:59:07,SYS0354,Pressure,98.99,95,10,Normal
LOG0095,2026-06-30 19:27:26,SYS0264,Current,91.86,95,10,Warning
LOG0096,2026-07-13 23:03:56,SYS0182,Pressure,40.23,95,10,Critical
LOG0097,2026-07-06 02:33:01,SYS0124,Flow,29.34,95,10,Warning
LOG0098,2026-06-30 01:37:54,SYS0460,Speed,59.15,95,10,Critical
LOG0099,2026-04-29 21:34:58,SYS0056,Flow,4.52,95,10,Critical
LOG0100,2026-06-17 01:58:54,SYS0472,Speed,94.99,95,10,Warning
LOG0101,2026-04-30 17:50:00,SYS0323,Voltage,74.07,95,10,Warning
LOG0102,2026-05-03 21:21:57,SYS0149,Voltage,70.01,95,10,Critical
LOG0103,2026-04-27 03:55:03,SYS0094,Flow,76.6,95,10,Critical
LOG0104,2026-06-29 16:51:44,SYS0043,Pressure,89.56,95,10,Critical
LOG0105,2026-07-13 19:03:04,SYS0304,Speed,67.39,95,10,Warning
LOG0106,2026-05-10 03:12:14,SYS0195,Speed,43.86,95,10,Critical
LOG0107,2026-07-05 10:43:40,SYS0370,Current,27.93,95,10,Normal
LOG0108,2026-06-04 16:27:43,SYS0119,Speed,49.33,95,10,Normal
LOG0109,2026-06-15 12:38:03,SYS0289,Current,89.73,95,10,Critical
LOG0110,2026-05-24 15:41:43,SYS0261,Voltage,28.53,95,10,Warning
LOG0111,2026-06-19 22:28:31,SYS0164,Pressure,95.35,95,10,Normal
LOG0112,2026-05-02 10:07:51,SYS0417,Flow,88.24,95,10,Critical
LOG0113,2026-05-23 12:13:02,SYS0108,Voltage,51.91,95,10,Critical
LOG0114,2026-06-13 04:03:01,SYS0451,Current,31.44,95,10,Warning
LOG0115,2026-06-28 23:56:53,SYS0146,Pressure,11.86,95,10,Warning
LOG0116,2026-05-07 21:42:28,SYS0250,Voltage,22.36,95,10,Normal
LOG0117,2026-07-07 16:13:57,SYS0148,Speed,98.88,95,10,Normal
LOG0118,2026-05-08 01:29:32,SYS0474,Pressure,66.64,95,10,Normal
LOG0119,2026-05-08 10:16:36,SYS0050,Pressure,55.22,95,10,Critical
LOG0120,2026-06-02 00:53:27,SYS0387,Pressure,2.74,95,10,Normal
LOG0121,2026-04-27 22:32:08,SYS0492,Current,53.79,95,10,Normal
LOG0122,2026-05-19 21:36:59,SYS0004,Voltage,83.25,95,10,Normal
LOG0123,2026-05-09 03:40:33,SYS0190,Pressure,28.18,95,10,Critical
LOG0124,2026-05-10 12:42:23,SYS0219,Flow,44.48,95,10,Normal
LOG0125,2026-06-19 02:06:10,SYS0426,Voltage,29.49,95,10,Normal
LOG0126,2026-04-26 22:12:47,SYS0367,Flow,91.92,95,10,Normal
LOG0127,2026-05-22 08:56:12,SYS0228,Voltage,49.33,95,10,Normal
LOG0128,2026-05-31 22:14:46,SYS0443,Pressure,99.31,95,10,Critical
LOG0129,2026-05-28 06:40:39,SYS0343,Temperature,96.84,95,10,Normal
LOG0130,2026-05-17 19:23:58,SYS0382,Pressure,72.74,95,10,Warning
LOG0131,2026-07-01 04:43:43,SYS0081,Current,33.53,95,10,Warning
LOG0132,2026-06-18 20:20:13,SYS0323,Flow,51.28,95,10,Normal
LOG0133,2026-07-01 22:06:44,SYS0362,Flow,31.48,95,10,Normal
LOG0134,2026-06-04 22:23:00,SYS0222,Temperature,93.24,95,10,Critical
LOG0135,2026-05-28 20:36:53,SYS0163,Pressure,84.14,95,10,Critical
LOG0136,2026-04-22 00:25:19,SYS0429,Flow,3.56,95,10,Critical
LOG0137,2026-06-10 06:40:24,SYS0322,Temperature,24.59,95,10,Critical
LOG0138,2026-05-24 15:35:45,SYS0193,Pressure,67.33,95,10,Warning
LOG0139,2026-04-21 18:38:22,SYS0241,Pressure,48.45,95,10,Normal
LOG0140,2026-04-24 10:41:34,SYS0376,Voltage,28.26,95,10,Normal
LOG0141,2026-05-12 08:43:56,SYS0326,Temperature,95.08,95,10,Critical
LOG0142,2026-06-23 04:43:13,SYS0384,Pressure,0.32,95,10,Normal
LOG0143,2026-05-10 02:50:08,SYS0252,Current,61.12,95,10,Critical
LOG0144,2026-05-07 11:08:52,SYS0092,Temperature,41.82,95,10,Warning
LOG0145,2026-05-28 15:26:47,SYS0315,Voltage,63.1,95,10,Normal
LOG0146,2026-05-19 00:06:10,SYS0327,Speed,48.42,95,10,Critical
LOG0147,2026-07-03 01:34:28,SYS0489,Pressure,87.79,95,10,Normal
LOG0148,2026-04-17 15:13:00,SYS0449,Speed,66.8,95,10,Warning
LOG0149,2026-06-24 16:30:26,SYS0408,Flow,39.22,95,10,Warning
LOG0150,2026-06-09 04:42:50,SYS0279,Voltage,29.54,95,10,Normal
LOG0151,2026-06-04 06:27:20,SYS0058,Speed,41.96,95,10,Warning
LOG0152,2026-06-29 18:59:05,SYS0167,Pressure,66.24,95,10,Normal
LOG0153,2026-06-08 06:54:35,SYS0091,Voltage,95.63,95,10,Critical
LOG0154,2026-06-05 05:02:59,SYS0059,Speed,69.7,95,10,Critical
LOG0155,2026-06-16 16:12:00,SYS0066,Voltage,84.01,95,10,Warning
LOG0156,2026-05-22 19:50:09,SYS0308,Voltage,68.72,95,10,Normal
LOG0157,2026-07-12 13:05:57,SYS0149,Speed,50.75,95,10,Warning
LOG0158,2026-05-06 03:27:42,SYS0032,Current,77.18,95,10,Warning
LOG0159,2026-05-26 15:20:56,SYS0346,Speed,41.12,95,10,Warning
LOG0160,2026-05-04 04:50:57,SYS0218,Voltage,26.07,95,10,Normal
LOG0161,2026-05-13 19:48:00,SYS0138,Voltage,72.82,95,10,Warning
LOG0162,2026-05-16 13:49:53,SYS0326,Temperature,30.85,95,10,Warning
LOG0163,2026-06-12 08:31:27,SYS0114,Current,87.56,95,10,Critical
LOG0164,2026-06-12 16:34:58,SYS0106,Flow,11.03,95,10,Critical
LOG0165,2026-05-31 13:19:55,SYS0313,Speed,12.92,95,10,Critical
LOG0166,2026-06-30 00:47:30,SYS0011,Flow,2.11,95,10,Warning
LOG0167,2026-06-01 14:58:42,SYS0047,Flow,33.33,95,10,Warning
LOG0168,2026-05-05 16:38:06,SYS0393,Current,6.35,95,10,Normal
LOG0169,2026-04-19 15:00:40,SYS0266,Pressure,36.21,95,10,Normal
LOG0170,2026-06-25 04:44:46,SYS0081,Current,39.55,95,10,Critical
LOG0171,2026-05-22 20:04:47,SYS0118,Speed,80.13,95,10,Warning
LOG0172,2026-06-01 09:29:21,SYS0170,Voltage,21.56,95,10,Critical
LOG0173,2026-06-01 09:51:27,SYS0128,Temperature,3.61,95,10,Normal
LOG0174,2026-06-30 16:52:31,SYS0387,Current,10.25,95,10,Warning
LOG0175,2026-05-06 14:31:13,SYS0406,Voltage,4.23,95,10,Warning
LOG0176,2026-06-22 13:27:28,SYS0155,Temperature,23.0,95,10,Critical
LOG0177,2026-05-21 04:15:30,SYS0127,Temperature,27.25,95,10,Normal
LOG0178,2026-04-24 12:35:18,SYS0417,Voltage,65.53,95,10,Normal
LOG0179,2026-07-01 08:00:03,SYS0419,Flow,87.66,95,10,Normal
LOG0180,2026-04-18 04:08:08,SYS0040,Temperature,50.45,95,10,Critical
LOG0181,2026-05-01 15:39:02,SYS0391,Flow,41.54,95,10,Normal
LOG0182,2026-04-23 09:19:49,SYS0381,Current,60.49,95,10,Normal
LOG0183,2026-05-22 05:54:35,SYS0049,Flow,58.82,95,10,Warning
LOG0184,2026-04-24 08:00:16,SYS0100,Current,85.93,95,10,Warning
LOG0185,2026-05-21 20:04:19,SYS0218,Current,74.35,95,10,Warning
LOG0186,2026-06-09 18:39:53,SYS0141,Voltage,20.27,95,10,Warning
LOG0187,2026-05-10 13:25:58,SYS0497,Flow,57.62,95,10,Warning
LOG0188,2026-06-04 11:31:36,SYS0150,Voltage,9.31,95,10,Warning
LOG0189,2026-05-15 04:18:35,SYS0288,Speed,48.33,95,10,Critical
LOG0190,2026-05-28 16:05:08,SYS0274,Current,24.46,95,10,Normal
LOG0191,2026-07-05 07:36:12,SYS0255,Flow,39.36,95,10,Warning
LOG0192,2026-07-05 06:06:00,SYS0391,Current,71.46,95,10,Warning
LOG0193,2026-07-12 09:22:44,SYS0115,Current,97.52,95,10,Warning
LOG0194,2026-07-14 01:28:59,SYS0395,Pressure,44.71,95,10,Warning
LOG0195,2026-06-23 19:29:49,SYS0289,Temperature,64.28,95,10,Warning
LOG0196,2026-07-07 17:58:37,SYS0074,Flow,97.58,95,10,Normal
LOG0197,2026-05-10 22:27:03,SYS0288,Pressure,20.77,95,10,Warning
LOG0198,2026-05-14 10:07:38,SYS0304,Pressure,8.39,95,10,Warning
LOG0199,2026-05-17 07:20:52,SYS0316,Voltage,52.34,95,10,Critical
LOG0200,2026-04-24 09:33:06,SYS0390,Pressure,5.89,95,10,Warning
LOG0201,2026-06-17 20:27:15,SYS0130,Voltage,31.15,95,10,Warning
LOG0202,2026-06-08 16:53:30,SYS0428,Pressure,3.65,95,10,Critical
LOG0203,2026-06-11 01:29:24,SYS0290,Current,40.65,95,10,Normal
LOG0204,2026-05-08 04:07:47,SYS0138,Flow,20.92,95,10,Critical
LOG0205,2026-06-01 19:47:33,SYS0407,Voltage,54.56,95,10,Warning
LOG0206,2026-07-01 08:52:24,SYS0492,Flow,23.57,95,10,Warning
LOG0207,2026-07-12 15:04:23,SYS0363,Voltage,51.44,95,10,Critical
LOG0208,2026-06-16 11:19:38,SYS0376,Temperature,92.12,95,10,Warning
LOG0209,2026-05-31 00:50:13,SYS0359,Temperature,37.57,95,10,Normal
LOG0210,2026-06-04 19:30:28,SYS0083,Current,74.81,95,10,Normal
LOG0211,2026-05-17 04:14:56,SYS0102,Voltage,86.97,95,10,Normal
LOG0212,2026-05-23 20:30:37,SYS0020,Voltage,49.52,95,10,Critical
LOG0213,2026-05-23 20:04:06,SYS0412,Current,48.72,95,10,Critical
LOG0214,2026-07-01 16:05:48,SYS0448,Current,41.81,95,10,Normal
LOG0215,2026-05-27 05:28:53,SYS0152,Temperature,43.55,95,10,Warning
LOG0216,2026-06-28 05:27:06,SYS0369,Flow,27.11,95,10,Warning
LOG0217,2026-04-16 23:50:14,SYS0315,Speed,56.38,95,10,Normal
LOG0218,2026-04-24 13:32:56,SYS0073,Speed,52.33,95,10,Normal
LOG0219,2026-06-12 12:56:46,SYS0412,Current,95.2,95,10,Warning
LOG0220,2026-06-10 19:57:39,SYS0266,Current,25.12,95,10,Warning
LOG0221,2026-05-23 02:30:32,SYS0108,Speed,92.71,95,10,Critical
LOG0222,2026-05-13 22:04:47,SYS0437,Pressure,16.42,95,10,Critical
LOG0223,2026-05-07 15:47:02,SYS0425,Voltage,0.98,95,10,Warning
LOG0224,2026-05-31 13:20:34,SYS0092,Pressure,47.05,95,10,Normal
LOG0225,2026-07-07 21:27:51,SYS0160,Flow,18.77,95,10,Critical
LOG0226,2026-06-05 14:21:48,SYS0049,Current,45.86,95,10,Normal
LOG0227,2026-05-17 14:53:29,SYS0032,Current,46.87,95,10,Normal
LOG0228,2026-05-31 21:46:11,SYS0035,Speed,63.63,95,10,Normal
LOG0229,2026-05-17 03:04:24,SYS0177,Flow,1.41,95,10,Normal
LOG0230,2026-06-08 03:57:59,SYS0141,Speed,82.08,95,10,Warning
LOG0231,2026-05-20 06:29:54,SYS0300,Flow,30.58,95,10,Critical
LOG0232,2026-05-03 08:18:58,SYS0393,Voltage,93.43,95,10,Critical
LOG0233,2026-06-23 00:28:43,SYS0278,Flow,65.94,95,10,Normal
LOG0234,2026-06-18 12:16:48,SYS0304,Pressure,10.3,95,10,Normal
LOG0235,2026-07-10 03:55:01,SYS0144,Pressure,26.29,95,10,Normal
LOG0236,2026-06-22 10:53:43,SYS0065,Current,58.73,95,10,Warning
LOG0237,2026-05-29 20:51:09,SYS0170,Current,77.2,95,10,Critical
LOG0238,2026-05-19 15:31:19,SYS0310,Speed,96.67,95,10,Critical
LOG0239,2026-05-30 17:28:31,SYS0447,Current,66.85,95,10,Warning
LOG0240,2026-06-13 16:29:58,SYS0108,Pressure,0.27,95,10,Normal
LOG0241,2026-06-22 16:12:15,SYS0111,Temperature,92.95,95,10,Critical
LOG0242,2026-07-01 05:44:16,SYS0076,Pressure,16.48,95,10,Normal
LOG0243,2026-05-31 10:20:15,SYS0166,Temperature,89.6,95,10,Normal
LOG0244,2026-05-16 10:28:42,SYS0071,Current,80.72,95,10,Warning
LOG0245,2026-05-17 10:57:28,SYS0341,Voltage,32.71,95,10,Critical
LOG0246,2026-06-19 07:57:10,SYS0390,Temperature,24.08,95,10,Warning
LOG0247,2026-05-30 02:37:56,SYS0194,Voltage,70.62,95,10,Warning
LOG0248,2026-06-02 11:48:17,SYS0160,Current,31.7,95,10,Normal
LOG0249,2026-06-29 02:56:17,SYS0453,Current,84.22,95,10,Normal
LOG0250,2026-07-01 14:45:17,SYS0485,Flow,83.36,95,10,Critical
LOG0251,2026-04-20 20:46:02,SYS0074,Voltage,56.05,95,10,Warning
LOG0252,2026-04-20 10:19:07,SYS0356,Speed,68.54,95,10,Critical
LOG0253,2026-06-15 16:16:25,SYS0461,Voltage,65.21,95,10,Normal
LOG0254,2026-06-22 17:14:46,SYS0013,Speed,85.54,95,10,Critical
LOG0255,2026-06-05 08:34:51,SYS0178,Flow,42.41,95,10,Critical
LOG0256,2026-05-09 20:59:47,SYS0287,Pressure,38.25,95,10,Normal
LOG0257,2026-05-04 15:16:29,SYS0478,Flow,99.54,95,10,Normal
LOG0258,2026-07-09 01:48:36,SYS0227,Speed,52.6,95,10,Normal
LOG0259,2026-04-23 10:04:40,SYS0301,Speed,32.85,95,10,Warning
LOG0260,2026-06-12 09:57:04,SYS0469,Speed,50.28,95,10,Normal
LOG0261,2026-06-17 09:51:58,SYS0311,Speed,3.35,95,10,Warning
LOG0262,2026-07-02 21:22:56,SYS0329,Voltage,39.83,95,10,Critical
LOG0263,2026-05-27 14:22:51,SYS0361,Speed,27.42,95,10,Normal
LOG0264,2026-07-11 01:47:51,SYS0498,Current,82.33,95,10,Critical
LOG0265,2026-04-21 05:44:26,SYS0475,Voltage,99.72,95,10,Critical
LOG0266,2026-05-14 17:45:32,SYS0233,Voltage,17.38,95,10,Critical
LOG0267,2026-07-05 16:46:24,SYS0448,Flow,75.06,95,10,Normal
LOG0268,2026-07-09 15:31:17,SYS0020,Speed,2.88,95,10,Critical
LOG0269,2026-04-17 05:23:02,SYS0079,Flow,73.62,95,10,Normal
LOG0270,2026-07-07 23:09:53,SYS0043,Voltage,83.41,95,10,Normal
LOG0271,2026-06-08 17:09:31,SYS0029,Voltage,63.75,95,10,Normal
LOG0272,2026-04-29 06:55:00,SYS0161,Temperature,85.79,95,10,Warning
LOG0273,2026-06-30 15:24:50,SYS0437,Pressure,65.51,95,10,Critical
LOG0274,2026-06-10 02:04:22,SYS0009,Speed,83.73,95,10,Warning
LOG0275,2026-06-05 23:02:10,SYS0460,Flow,16.92,95,10,Critical
LOG0276,2026-06-11 19:38:48,SYS0370,Speed,51.63,95,10,Critical
LOG0277,2026-07-02 20:14:11,SYS0207,Voltage,83.77,95,10,Critical
LOG0278,2026-07-01 07:44:32,SYS0032,Temperature,19.29,95,10,Critical
LOG0279,2026-05-31 22:32:27,SYS0076,Flow,26.66,95,10,Normal
LOG0280,2026-06-15 17:00:52,SYS0228,Temperature,27.55,95,10,Normal
LOG0281,2026-07-12 04:09:15,SYS0353,Current,40.93,95,10,Critical
LOG0282,2026-06-25 19:40:19,SYS0383,Temperature,31.12,95,10,Critical
LOG0283,2026-06-04 04:57:53,SYS0180,Temperature,34.15,95,10,Critical
LOG0284,2026-05-05 16:57:39,SYS0429,Flow,8.61,95,10,Warning
LOG0285,2026-05-19 10:32:23,SYS0046,Temperature,91.8,95,10,Normal
LOG0286,2026-04-27 11:44:04,SYS0374,Temperature,18.57,95,10,Critical
LOG0287,2026-05-16 23:34:31,SYS0321,Temperature,76.67,95,10,Normal
LOG0288,2026-05-09 22:36:28,SYS0112,Flow,37.45,95,10,Normal
LOG0289,2026-05-15 14:56:37,SYS0450,Flow,94.32,95,10,Warning
LOG0290,2026-05-06 02:47:05,SYS0429,Flow,64.23,95,10,Normal
LOG0291,2026-06-29 22:04:04,SYS0383,Flow,13.27,95,10,Normal
LOG0292,2026-04-20 04:44:40,SYS0195,Flow,28.71,95,10,Warning
LOG0293,2026-04-27 18:42:43,SYS0072,Current,31.55,95,10,Normal
LOG0294,2026-05-22 06:58:30,SYS0428,Pressure,27.28,95,10,Normal
LOG0295,2026-05-25 23:21:18,SYS0091,Speed,25.94,95,10,Warning
LOG0296,2026-05-25 21:02:02,SYS0136,Temperature,48.99,95,10,Critical
LOG0297,2026-04-29 10:32:47,SYS0187,Speed,77.24,95,10,Critical
LOG0298,2026-05-18 14:08:50,SYS0231,Flow,68.7,95,10,Normal
LOG0299,2026-06-06 17:24:57,SYS0019,Current,38.57,95,10,Critical
LOG0300,2026-05-29 17:34:40,SYS0292,Pressure,99.38,95,10,Warning
LOG0301,2026-06-08 13:34:28,SYS0178,Flow,81.09,95,10,Warning
LOG0302,2026-04-16 03:25:55,SYS0107,Speed,69.97,95,10,Critical
LOG0303,2026-06-03 22:02:22,SYS0283,Flow,79.43,95,10,Normal
LOG0304,2026-05-01 06:17:35,SYS0263,Pressure,25.82,95,10,Warning
LOG0305,2026-06-18 15:11:48,SYS0134,Temperature,92.19,95,10,Critical
LOG0306,2026-06-30 16:51:39,SYS0338,Flow,18.64,95,10,Normal
LOG0307,2026-05-14 23:11:54,SYS0240,Current,32.3,95,10,Critical
LOG0308,2026-06-10 14:33:55,SYS0194,Flow,58.84,95,10,Normal
LOG0309,2026-04-23 09:08:13,SYS0166,Flow,10.46,95,10,Warning
LOG0310,2026-06-26 18:52:31,SYS0446,Temperature,15.88,95,10,Warning
LOG0311,2026-05-24 04:31:46,SYS0172,Speed,64.79,95,10,Normal
LOG0312,2026-06-30 08:02:58,SYS0096,Speed,30.63,95,10,Warning
LOG0313,2026-06-05 02:17:45,SYS0280,Pressure,75.2,95,10,Warning
LOG0314,2026-05-06 21:16:51,SYS0415,Current,45.64,95,10,Critical
LOG0315,2026-07-07 01:48:00,SYS0356,Voltage,73.1,95,10,Warning
LOG0316,2026-07-14 13:36:28,SYS0428,Pressure,25.26,95,10,Warning
LOG0317,2026-06-23 21:14:16,SYS0308,Speed,48.26,95,10,Warning
LOG0318,2026-04-28 11:35:21,SYS0154,Temperature,97.08,95,10,Normal
LOG0319,2026-05-02 23:42:59,SYS0391,Current,10.79,95,10,Warning
LOG0320,2026-07-03 02:41:57,SYS0397,Speed,95.4,95,10,Warning
LOG0321,2026-06-23 19:08:49,SYS0304,Temperature,16.4,95,10,Normal
LOG0322,2026-05-07 07:06:20,SYS0473,Speed,88.66,95,10,Critical
LOG0323,2026-05-20 02:04:36,SYS0483,Current,19.85,95,10,Critical
LOG0324,2026-04-26 07:41:36,SYS0385,Pressure,12.99,95,10,Warning
LOG0325,2026-05-18 09:33:00,SYS0404,Temperature,97.03,95,10,Warning
LOG0326,2026-07-05 00:29:18,SYS0406,Pressure,80.15,95,10,Warning
LOG0327,2026-07-04 20:40:44,SYS0203,Pressure,46.06,95,10,Critical
LOG0328,2026-07-10 15:05:07,SYS0076,Pressure,88.3,95,10,Warning
LOG0329,2026-07-04 22:27:41,SYS0158,Temperature,18.46,95,10,Normal
LOG0330,2026-04-26 22:36:38,SYS0224,Temperature,72.41,95,10,Normal
LOG0331,2026-06-17 11:54:03,SYS0351,Current,84.57,95,10,Warning
LOG0332,2026-06-04 00:01:49,SYS0003,Voltage,15.93,95,10,Normal
LOG0333,2026-06-09 14:22:21,SYS0242,Current,68.68,95,10,Critical
LOG0334,2026-07-04 18:20:10,SYS0109,Voltage,66.84,95,10,Warning
LOG0335,2026-07-10 12:10:52,SYS0362,Pressure,76.31,95,10,Normal
LOG0336,2026-05-07 22:31:10,SYS0199,Pressure,31.84,95,10,Normal
