Robot_ID,Robot_Model,Manufacturer,Axis_Count,Operating_Hours,Cycle_Count,Error_Code,Maintenance_Due,Status
Rob0118,Fanuc M-20Id,Kuka,6,4421,822248,Nan,2026-11-14,Running
Rob0119,Yaskawa Gp25,Abb,6,6877,270885,E101,2026-08-21,Idle
Rob0120,Fanuc M-20Id,Yaskawa,6,4415,357907,Nan,2026-10-19,Running
Rob0121,Yaskawa Gp25,Yaskawa,5,12994,740244,E310,2026-08-05,Idle
Rob0122,Kuka Kr10,Abb,4,10697,382409,E101,2026-12-23,Stopped
Rob0123,Kuka Kr10,Yaskawa,4,6547,283159,E310,2026-08-11,Idle
Rob0124,Abb Irb2600,Kuka,6,3172,366222,E310,2026-12-31,Running
Rob0125,Kuka Kr10,Fanuc,6,2495,594191,Nan,2026-09-02,Maintenance
Rob0126,Fanuc M-20Id,Abb,4,17838,23189,Nan,2026-08-20,Maintenance
Rob0127,Yaskawa Gp25,Kuka,4,19114,600730,E202,2027-01-08,Running
Rob0128,Abb Irb2600,Abb,6,16825,200617,E101,2026-11-15,Maintenance
Rob0129,Fanuc M-20Id,Abb,6,12760,611866,E101,2026-10-18,Stopped
Rob0130,Abb Irb2600,Abb,5,1494,662300,Nan,2026-07-18,Running
Rob0131,Kuka Kr10,Kuka,4,11937,726211,E101,2026-10-02,Idle
Rob0132,Fanuc M-20Id,Yaskawa,4,5587,652978,E202,2026-12-29,Stopped
Rob0133,Yaskawa Gp25,Yaskawa,4,18668,78643,E202,2026-10-07,Idle
Rob0134,Kuka Kr10,Abb,4,16581,207488,E310,2026-11-05,Running
Rob0135,Kuka Kr10,Fanuc,5,19870,113578,Nan,2026-11-24,Maintenance
Rob0136,Yaskawa Gp25,Abb,5,10996,152056,E310,2026-12-20,Idle
Rob0137,Kuka Kr10,Yaskawa,5,14758,405383,Nan,2026-08-29,Stopped
Rob0138,Fanuc M-20Id,Yaskawa,4,11035,598516,E310,2026-12-15,Stopped
Rob0139,Kuka Kr10,Yaskawa,5,2306,563176,Nan,2026-08-21,Idle
Rob0140,Fanuc M-20Id,Kuka,6,19219,579153,E101,2026-10-22,Maintenance
Rob0141,Fanuc M-20Id,Fanuc,4,10426,413598,E101,2027-01-03,Maintenance
Rob0142,Fanuc M-20Id,Yaskawa,6,17158,559437,E101,2026-09-09,Maintenance
Rob0143,Fanuc M-20Id,Abb,4,15482,204726,E101,2026-12-20,Maintenance
Rob0144,Fanuc M-20Id,Abb,5,7274,608889,Nan,2026-09-19,Running
Rob0145,Yaskawa Gp25,Abb,6,4311,314550,Nan,2026-09-17,Idle
Rob0146,Kuka Kr10,Abb,5,7983,399843,E310,2026-08-30,Running
Rob0147,Abb Irb2600,Abb,6,8566,661966,E202,2026-08-10,Stopped
Rob0148,Kuka Kr10,Abb,6,9433,439080,Nan,2026-09-29,Stopped
Rob0149,Yaskawa Gp25,Yaskawa,5,6709,866397,E310,2027-01-08,Maintenance
Rob0150,Fanuc M-20Id,Yaskawa,4,15217,145149,E101,2026-08-18,Running
Rob0151,Fanuc M-20Id,Fanuc,4,16508,79730,E101,2026-09-26,Maintenance
Rob0152,Abb Irb2600,Kuka,6,13548,308641,E202,2026-10-02,Maintenance
Rob0153,Kuka Kr10,Fanuc,4,13440,872849,E101,2026-12-22,Running
Rob0154,Yaskawa Gp25,Abb,4,17481,47429,E310,2026-07-16,Stopped
Rob0155,Fanuc M-20Id,Fanuc,4,1746,883563,E310,2026-08-08,Idle
Rob0156,Fanuc M-20Id,Fanuc,4,14785,655210,E202,2026-08-04,Stopped
Rob0157,Abb Irb2600,Yaskawa,6,1845,705076,E101,2026-12-03,Idle
Rob0158,Kuka Kr10,Fanuc,6,965,170128,E202,2027-01-01,Maintenance
Rob0159,Abb Irb2600,Kuka,5,7074,685424,Nan,2026-08-25,Stopped
Rob0160,Yaskawa Gp25,Abb,5,17067,76741,E101,2026-12-31,Idle
Rob0161,Abb Irb2600,Kuka,6,14880,36539,E310,2026-10-20,Running
Rob0162,Abb Irb2600,Kuka,6,5778,160327,E202,2026-12-06,Running
Rob0163,Fanuc M-20Id,Fanuc,5,17475,570226,Nan,2026-10-02,Idle
Rob0164,Kuka Kr10,Kuka,4,5201,118834,E101,2026-09-03,Running
Rob0165,Yaskawa Gp25,Fanuc,6,2414,863232,E310,2026-10-03,Running
Rob0166,Abb Irb2600,Fanuc,6,18377,87514,Nan,2026-07-17,Stopped
Rob0167,Yaskawa Gp25,Kuka,6,13173,481514,E101,2027-01-05,Stopped
Rob0168,Kuka Kr10,Kuka,6,15408,512403,E101,2026-08-28,Stopped
Rob0169,Kuka Kr10,Abb,4,9899,678040,E101,2026-08-08,Stopped
Rob0170,Kuka Kr10,Abb,5,1186,462708,E202,2026-07-28,Idle
Rob0171,Fanuc M-20Id,Yaskawa,5,18243,248011,E310,2026-12-30,Idle
Rob0172,Kuka Kr10,Abb,5,14299,448017,E310,2026-08-12,Stopped
Rob0173,Yaskawa Gp25,Yaskawa,5,12413,364210,E202,2026-10-05,Stopped
Rob0174,Abb Irb2600,Abb,4,7609,757204,E101,2026-08-14,Idle
Rob0175,Kuka Kr10,Yaskawa,6,13876,403023,E202,2026-08-28,Idle
Rob0176,Yaskawa Gp25,Abb,5,4060,579197,E310,2026-12-26,Maintenance
Rob0177,Yaskawa Gp25,Fanuc,4,7616,364086,E101,2026-07-25,Stopped
Rob0178,Yaskawa Gp25,Abb,5,1281,737679,E101,2026-09-07,Stopped
Rob0179,Abb Irb2600,Kuka,6,18960,816606,E101,2026-08-15,Stopped
Rob0180,Abb Irb2600,Abb,5,10870,501341,E101,2026-10-28,Idle
Rob0181,Yaskawa Gp25,Kuka,6,17886,781036,Nan,2026-11-28,Running
Rob0182,Fanuc M-20Id,Fanuc,4,784,65315,E202,2026-10-15,Running
Rob0183,Kuka Kr10,Kuka,4,5434,233359,E202,2026-10-31,Running
Rob0184,Kuka Kr10,Kuka,6,15134,508165,E202,2026-11-01,Idle
Rob0185,Kuka Kr10,Kuka,4,18911,177575,E101,2026-11-27,Idle
Rob0186,Yaskawa Gp25,Fanuc,6,13924,175969,E310,2026-07-21,Maintenance
Rob0187,Abb Irb2600,Fanuc,6,5305,476515,Nan,2026-11-20,Running
Rob0188,Abb Irb2600,Yaskawa,5,12931,510044,E101,2026-08-24,Running
Rob0189,Kuka Kr10,Yaskawa,6,19240,200666,E310,2026-07-19,Running
Rob0190,Yaskawa Gp25,Kuka,5,3285,397939,Nan,2026-08-03,Idle
Rob0191,Abb Irb2600,Kuka,6,13398,166747,Nan,2027-01-04,Idle
Rob0192,Kuka Kr10,Kuka,6,3222,381942,E310,2026-11-26,Running
Rob0193,Yaskawa Gp25,Abb,5,8780,211350,E202,2026-08-31,Running
Rob0194,Yaskawa Gp25,Kuka,4,2204,690950,E101,2026-09-23,Maintenance
Rob0195,Kuka Kr10,Yaskawa,5,11559,52420,E202,2026-09-15,Stopped
Rob0196,Fanuc M-20Id,Kuka,6,1528,146996,Nan,2026-08-24,Running
Rob0197,Kuka Kr10,Yaskawa,4,15904,408476,E310,2026-10-31,Running
Rob0198,Kuka Kr10,Yaskawa,5,12519,852159,E310,2026-07-31,Stopped
Rob0199,Kuka Kr10,Abb,5,9071,589215,E101,2027-01-01,Stopped
Rob0200,Kuka Kr10,Kuka,4,15241,714441,Nan,2026-08-06,Maintenance
Rob0201,Fanuc M-20Id,Fanuc,4,4007,264763,Nan,2026-09-19,Idle
Rob0202,Kuka Kr10,Fanuc,4,19240,850388,E101,2026-12-13,Running
Rob0203,Fanuc M-20Id,Fanuc,6,940,782279,E202,2026-09-22,Running
Rob0204,Abb Irb2600,Yaskawa,6,11342,834318,Nan,2026-09-10,Running
Rob0205,Fanuc M-20Id,Abb,4,3159,204589,Nan,2026-10-21,Running
Rob0206,Fanuc M-20Id,Yaskawa,6,8137,230430,Nan,2026-12-16,Running
Rob0207,Yaskawa Gp25,Kuka,6,17845,211996,E310,2026-11-02,Idle
Rob0208,Yaskawa Gp25,Abb,5,9939,777101,Nan,2026-12-29,Stopped
Rob0209,Abb Irb2600,Fanuc,4,6262,217324,E202,2026-11-01,Idle
Rob0210,Abb Irb2600,Fanuc,6,2983,207340,E101,2026-08-31,Maintenance
Rob0211,Abb Irb2600,Abb,5,19908,321132,E310,2026-11-09,Maintenance
Rob0212,Abb Irb2600,Yaskawa,5,11797,781168,E101,2026-11-30,Running
Rob0213,Kuka Kr10,Kuka,4,2618,74612,Nan,2026-09-24,Stopped
Rob0214,Kuka Kr10,Fanuc,6,14593,93835,E310,2026-08-23,Running
Rob0215,Fanuc M-20Id,Kuka,6,12344,741985,Nan,2026-12-06,Maintenance
Rob0216,Kuka Kr10,Yaskawa,5,16243,398438,E310,2026-11-11,Maintenance
Rob0217,Yaskawa Gp25,Kuka,6,6735,249192,E101,2026-10-08,Running
Rob0218,Kuka Kr10,Yaskawa,5,15627,350124,E310,2026-12-02,Stopped
Rob0219,Yaskawa Gp25,Yaskawa,4,5155,783701,E310,2026-07-31,Stopped
Rob0220,Fanuc M-20Id,Abb,5,12999,672902,E101,2026-10-28,Stopped
Rob0221,Kuka Kr10,Fanuc,5,6161,168375,E101,2026-08-02,Idle
Rob0222,Fanuc M-20Id,Fanuc,5,15975,167181,E202,2026-12-18,Maintenance
Rob0223,Abb Irb2600,Fanuc,5,13352,176006,E202,2026-08-03,Maintenance
Rob0224,Abb Irb2600,Abb,5,16855,463882,E310,2026-12-13,Idle
Rob0225,Yaskawa Gp25,Fanuc,5,3973,80156,E202,2026-08-01,Stopped
Rob0226,Kuka Kr10,Abb,4,17498,528239,E101,2026-10-06,Stopped
Rob0227,Yaskawa Gp25,Fanuc,5,5697,365027,E202,2026-08-10,Stopped
Rob0228,Fanuc M-20Id,Abb,6,9737,367666,E202,2026-12-17,Idle
Rob0229,Kuka Kr10,Yaskawa,4,1080,478795,E202,2026-12-13,Stopped
Rob0230,Abb Irb2600,Abb,5,8149,337718,E310,2026-11-10,Maintenance
Rob0231,Kuka Kr10,Kuka,6,6869,143308,E202,2026-08-25,Idle
Rob0232,Abb Irb2600,Abb,5,18958,502571,Nan,2026-11-05,Maintenance
Rob0233,Fanuc M-20Id,Yaskawa,4,11039,95257,E310,2026-11-10,Stopped
Rob0234,Kuka Kr10,Fanuc,5,13265,825197,E101,2026-10-30,Maintenance
Rob0235,Abb Irb2600,Kuka,4,16023,268563,E101,2026-08-31,Running
Rob0236,Kuka Kr10,Kuka,6,16312,599171,E101,2026-11-24,Maintenance
Rob0237,Kuka Kr10,Yaskawa,5,18073,219776,E101,2026-12-01,Running
Rob0238,Kuka Kr10,Fanuc,6,6887,558931,E202,2026-12-05,Idle
Rob0239,Yaskawa Gp25,Yaskawa,6,857,322661,E202,2026-10-03,Idle
Rob0240,Abb Irb2600,Kuka,4,1444,693288,E310,2026-12-26,Running
Rob0241,Kuka Kr10,Yaskawa,4,15136,666293,E310,2026-11-06,Idle
Rob0242,Yaskawa Gp25,Kuka,4,9463,488091,E202,2026-10-10,Idle
Rob0243,Yaskawa Gp25,Kuka,4,19717,144779,E202,2026-11-01,Running
Rob0244,Fanuc M-20Id,Fanuc,5,18606,510277,E202,2026-11-24,Idle
Rob0245,Kuka Kr10,Yaskawa,6,1334,669439,E310,2026-09-07,Maintenance
Rob0246,Yaskawa Gp25,Abb,5,1631,684885,E202,2026-08-04,Maintenance
Rob0247,Fanuc M-20Id,Fanuc,6,4821,530803,Nan,2026-10-07,Running
Rob0248,Abb Irb2600,Abb,4,17630,181318,E101,2026-12-29,Running
Rob0249,Kuka Kr10,Kuka,5,3159,442686,E202,2026-08-18,Running
Rob0250,Yaskawa Gp25,Yaskawa,6,2536,560166,E310,2026-09-18,Stopped
Rob0251,Abb Irb2600,Fanuc,4,15196,176786,Nan,2026-08-22,Maintenance
Rob0252,Abb Irb2600,Abb,4,18774,35401,Nan,2026-12-15,Idle
Rob0253,Yaskawa Gp25,Fanuc,4,7676,805373,E101,2026-08-19,Idle
Rob0254,Abb Irb2600,Kuka,5,13198,802684,E310,2026-12-19,Running
Rob0255,Kuka Kr10,Yaskawa,4,14096,586749,Nan,2026-12-23,Running
Rob0256,Abb Irb2600,Fanuc,4,8020,621046,E310,2026-08-16,Running
Rob0257,Kuka Kr10,Fanuc,6,12562,543881,E101,2026-10-05,Stopped
Rob0258,Abb Irb2600,Abb,6,740,668169,E202,2026-08-10,Maintenance
Rob0259,Kuka Kr10,Yaskawa,4,7105,800806,E202,2026-08-23,Maintenance
Rob0260,Abb Irb2600,Kuka,5,13365,134956,E202,2026-10-29,Stopped
Rob0261,Fanuc M-20Id,Yaskawa,6,17270,817420,E310,2026-07-27,Idle
Rob0262,Abb Irb2600,Fanuc,4,13196,853721,Nan,2027-01-05,Idle
Rob0263,Abb Irb2600,Kuka,6,7523,632076,E202,2026-07-22,Maintenance
Rob0264,Yaskawa Gp25,Fanuc,6,8030,604381,E202,2026-10-29,Idle
Rob0265,Fanuc M-20Id,Kuka,4,7591,879885,E101,2026-08-05,Maintenance
Rob0266,Abb Irb2600,Yaskawa,6,13232,764942,E202,2026-12-15,Stopped
Rob0267,Yaskawa Gp25,Abb,5,16234,598072,E202,2026-08-29,Idle
Rob0268,Fanuc M-20Id,Fanuc,4,1522,659358,Nan,2026-07-27,Running
Rob0269,Kuka Kr10,Fanuc,5,15083,409948,E101,2026-11-03,Running
Rob0270,Fanuc M-20Id,Kuka,4,6751,453721,E202,2026-09-26,Running
Rob0271,Kuka Kr10,Yaskawa,6,1233,321919,Nan,2026-11-14,Running
Rob0272,Kuka Kr10,Abb,5,15472,849444,E101,2026-09-16,Running
Rob0273,Fanuc M-20Id,Yaskawa,4,970,128055,Nan,2026-12-03,Idle
Rob0274,Yaskawa Gp25,Kuka,5,1239,747019,E310,2026-10-12,Running
Rob0275,Abb Irb2600,Abb,4,13526,720954,E310,2026-09-30,Running
Rob0276,Fanuc M-20Id,Yaskawa,5,15760,442458,E101,2026-10-07,Running
Rob0277,Fanuc M-20Id,Fanuc,5,9726,763790,E310,2026-10-02,Idle
Rob0278,Kuka Kr10,Fanuc,6,9411,207205,E101,2026-12-25,Stopped
Rob0279,Fanuc M-20Id,Fanuc,6,14765,596095,E310,2026-12-06,Idle
Rob0280,Fanuc M-20Id,Kuka,5,3397,637099,E202,2026-10-17,Stopped
Rob0281,Yaskawa Gp25,Abb,5,12665,771474,E101,2026-12-08,Maintenance
Rob0282,Kuka Kr10,Yaskawa,4,19512,431296,E202,2026-10-03,Stopped
Rob0283,Kuka Kr10,Kuka,4,16704,718534,E310,2026-10-16,Maintenance
Rob0284,Yaskawa Gp25,Fanuc,6,8796,154327,E202,2026-08-22,Maintenance
Rob0285,Yaskawa Gp25,Yaskawa,6,5883,54832,E202,2027-01-04,Idle
Rob0286,Kuka Kr10,Abb,6,5071,865908,E101,2026-11-18,Stopped
Rob0287,Fanuc M-20Id,Yaskawa,4,16929,580421,Nan,2026-07-14,Running
Rob0288,Fanuc M-20Id,Kuka,6,5896,785643,E101,2026-07-17,Maintenance
Rob0289,Yaskawa Gp25,Fanuc,5,12733,585092,E310,2026-11-20,Stopped
Rob0290,Abb Irb2600,Kuka,6,13869,731211,Nan,2026-12-02,Idle
Rob0291,Yaskawa Gp25,Abb,6,6671,760992,Nan,2026-12-07,Running
Rob0292,Yaskawa Gp25,Abb,4,10545,263580,E310,2026-09-18,Maintenance
Rob0293,Abb Irb2600,Fanuc,4,1270,27007,Nan,2026-12-27,Maintenance
Rob0294,Fanuc M-20Id,Abb,4,2837,80277,E202,2026-12-14,Stopped
Rob0295,Fanuc M-20Id,Yaskawa,5,13705,21081,E202,2026-12-26,Maintenance
Rob0296,Yaskawa Gp25,Kuka,4,10454,459339,E310,2026-08-08,Running
Rob0297,Yaskawa Gp25,Fanuc,5,10973,378571,Nan,2026-07-26,Maintenance
Rob0298,Yaskawa Gp25,Yaskawa,6,3711,453234,E202,2026-07-25,Stopped
Rob0299,Fanuc M-20Id,Yaskawa,4,16472,805921,Nan,2026-07-21,Stopped
Rob0300,Kuka Kr10,Fanuc,4,8540,769461,Nan,2026-07-27,Stopped
Rob0301,Yaskawa Gp25,Kuka,4,15877,46010,E202,2026-12-12,Maintenance
Rob0302,Yaskawa Gp25,Abb,6,13954,109566,Nan,2026-12-01,Idle
Rob0303,Fanuc M-20Id,Yaskawa,4,16951,200036,E310,2026-11-05,Maintenance
Rob0304,Yaskawa Gp25,Fanuc,5,19690,133384,E310,2026-07-26,Idle
Rob0305,Yaskawa Gp25,Kuka,4,1804,314387,E202,2026-10-13,Stopped
Rob0306,Fanuc M-20Id,Abb,4,7024,515566,E310,2026-12-11,Idle
Rob0307,Fanuc M-20Id,Yaskawa,6,6287,819985,E310,2026-12-16,Running
Rob0308,Kuka Kr10,Abb,4,11643,726212,E310,2026-08-20,Idle
Rob0309,Yaskawa Gp25,Fanuc,4,5888,155967,E101,2026-11-20,Running
Rob0310,Yaskawa Gp25,Yaskawa,5,14589,31535,E202,2026-08-16,Running
Rob0311,Yaskawa Gp25,Yaskawa,4,9639,467484,E310,2026-08-21,Running
Rob0312,Fanuc M-20Id,Fanuc,5,12219,507680,E310,2026-09-26,Idle
Rob0313,Abb Irb2600,Fanuc,4,5808,100573,E101,2026-11-29,Idle
Rob0314,Yaskawa Gp25,Kuka,6,9118,511093,Nan,2026-07-25,Idle
